area_code,area_name,period,value,indicator,measure,unit,significance
E08000002,Bury,2011,77,"Children in care: rate per 10,000 population aged < 18","per 10,000",Persons,Worse
E08000003,Manchester,2011,142,"Children in care: rate per 10,000 population aged < 18","per 10,000",Persons,Worse
E08000004,Oldham,2011,61,"Children in care: rate per 10,000 population aged < 18","per 10,000",Persons,Similar
E08000005,Rochdale,2011,93,"Children in care: rate per 10,000 population aged < 18","per 10,000",Persons,Worse
E08000006,Salford,2011,123,"Children in care: rate per 10,000 population aged < 18","per 10,000",Persons,Worse
E08000007,Stockport,2011,49,"Children in care: rate per 10,000 population aged < 18","per 10,000",Persons,Better
E08000008,Tameside,2011,78,"Children in care: rate per 10,000 population aged < 18","per 10,000",Persons,Worse
E08000009,Trafford,2011,54,"Children in care: rate per 10,000 population aged < 18","per 10,000",Persons,Similar
E08000010,Wigan,2011,71,"Children in care: rate per 10,000 population aged < 18","per 10,000",Persons,Worse
E08000011,Knowsley,2011,85,"Children in care: rate per 10,000 population aged < 18","per 10,000",Persons,Worse
E08000012,Liverpool,2011,111,"Children in care: rate per 10,000 population aged < 18","per 10,000",Persons,Worse
E08000013,St. Helens,2011,91,"Children in care: rate per 10,000 population aged < 18","per 10,000",Persons,Worse
E08000014,Sefton,2011,70,"Children in care: rate per 10,000 population aged < 18","per 10,000",Persons,Worse
E08000015,Wirral,2011,102,"Children in care: rate per 10,000 population aged < 18","per 10,000",Persons,Worse
E08000016,Barnsley,2011,51,"Children in care: rate per 10,000 population aged < 18","per 10,000",Persons,Better
E08000017,Doncaster,2011,72,"Children in care: rate per 10,000 population aged < 18","per 10,000",Persons,Worse
E08000018,Rotherham,2011,70,"Children in care: rate per 10,000 population aged < 18","per 10,000",Persons,Worse
E08000019,Sheffield,2011,59,"Children in care: rate per 10,000 population aged < 18","per 10,000",Persons,Similar
E08000021,Newcastle upon Tyne,2011,101,"Children in care: rate per 10,000 population aged < 18","per 10,000",Persons,Worse
E08000022,North Tyneside,2011,71,"Children in care: rate per 10,000 population aged < 18","per 10,000",Persons,Worse
E08000023,South Tyneside,2011,105,"Children in care: rate per 10,000 population aged < 18","per 10,000",Persons,Worse
E08000024,Sunderland,2011,73,"Children in care: rate per 10,000 population aged < 18","per 10,000",Persons,Worse
E08000025,Birmingham,2011,75,"Children in care: rate per 10,000 population aged < 18","per 10,000",Persons,Worse
E08000026,Coventry,2011,86,"Children in care: rate per 10,000 population aged < 18","per 10,000",Persons,Worse
E08000027,Dudley,2011,93,"Children in care: rate per 10,000 population aged < 18","per 10,000",Persons,Worse
E08000028,Sandwell,2011,79,"Children in care: rate per 10,000 population aged < 18","per 10,000",Persons,Worse
E08000029,Solihull,2011,90,"Children in care: rate per 10,000 population aged < 18","per 10,000",Persons,Worse
E08000030,Walsall,2011,85,"Children in care: rate per 10,000 population aged < 18","per 10,000",Persons,Worse
E08000031,Wolverhampton,2011,94,"Children in care: rate per 10,000 population aged < 18","per 10,000",Persons,Worse
E08000032,Bradford,2011,69,"Children in care: rate per 10,000 population aged < 18","per 10,000",Persons,Worse
E08000033,Calderdale,2011,70,"Children in care: rate per 10,000 population aged < 18","per 10,000",Persons,Worse
E08000034,Kirklees,2011,62,"Children in care: rate per 10,000 population aged < 18","per 10,000",Persons,Similar
E08000035,Leeds,2011,95,"Children in care: rate per 10,000 population aged < 18","per 10,000",Persons,Worse
E08000036,Wakefield,2011,58,"Children in care: rate per 10,000 population aged < 18","per 10,000",Persons,Similar
E08000037,Gateshead,2011,95,"Children in care: rate per 10,000 population aged < 18","per 10,000",Persons,Worse
E09000001,City of London,2011,93,"Children in care: rate per 10,000 population aged < 18","per 10,000",Persons,Similar
E09000002,Barking and Dagenham,2011,83,"Children in care: rate per 10,000 population aged < 18","per 10,000",Persons,Worse
E09000003,Barnet,2011,38,"Children in care: rate per 10,000 population aged < 18","per 10,000",Persons,Better
E09000004,Bexley,2011,41,"Children in care: rate per 10,000 population aged < 18","per 10,000",Persons,Better
E09000005,Brent,2011,66,"Children in care: rate per 10,000 population aged < 18","per 10,000",Persons,Worse
E09000006,Bromley,2011,39,"Children in care: rate per 10,000 population aged < 18","per 10,000",Persons,Better
E09000007,Camden,2011,69,"Children in care: rate per 10,000 population aged < 18","per 10,000",Persons,Worse
E09000008,Croydon,2011,104,"Children in care: rate per 10,000 population aged < 18","per 10,000",Persons,Worse
E09000009,Ealing,2011,56,"Children in care: rate per 10,000 population aged < 18","per 10,000",Persons,Similar
E09000010,Enfield,2011,42,"Children in care: rate per 10,000 population aged < 18","per 10,000",Persons,Better
E09000011,Greenwich,2011,109,"Children in care: rate per 10,000 population aged < 18","per 10,000",Persons,Worse
E09000012,Hackney,2011,51,"Children in care: rate per 10,000 population aged < 18","per 10,000",Persons,Better
E09000013,Hammersmith and Fulham,2011,79,"Children in care: rate per 10,000 population aged < 18","per 10,000",Persons,Worse
E09000014,Haringey,2011,125,"Children in care: rate per 10,000 population aged < 18","per 10,000",Persons,Worse
E09000015,Harrow,2011,28,"Children in care: rate per 10,000 population aged < 18","per 10,000",Persons,Better
E09000016,Havering,2011,39,"Children in care: rate per 10,000 population aged < 18","per 10,000",Persons,Better
E09000017,Hillingdon,2011,63,"Children in care: rate per 10,000 population aged < 18","per 10,000",Persons,Similar
E09000018,Hounslow,2011,67,"Children in care: rate per 10,000 population aged < 18","per 10,000",Persons,Worse
E09000019,Islington,2011,94,"Children in care: rate per 10,000 population aged < 18","per 10,000",Persons,Worse
E09000020,Kensington and Chelsea,2011,43,"Children in care: rate per 10,000 population aged < 18","per 10,000",Persons,Better
E09000021,Kingston upon Thames,2011,33,"Children in care: rate per 10,000 population aged < 18","per 10,000",Persons,Better
E09000022,Lambeth,2011,92,"Children in care: rate per 10,000 population aged < 18","per 10,000",Persons,Worse
E09000023,Lewisham,2011,81,"Children in care: rate per 10,000 population aged < 18","per 10,000",Persons,Worse
E09000024,Merton,2011,31,"Children in care: rate per 10,000 population aged < 18","per 10,000",Persons,Better
E09000025,Newham,2011,74,"Children in care: rate per 10,000 population aged < 18","per 10,000",Persons,Worse
E09000026,Redbridge,2011,32,"Children in care: rate per 10,000 population aged < 18","per 10,000",Persons,Better
E09000027,Richmond upon Thames,2011,22,"Children in care: rate per 10,000 population aged < 18","per 10,000",Persons,Better
E09000028,Southwark,2011,94,"Children in care: rate per 10,000 population aged < 18","per 10,000",Persons,Worse
E09000029,Sutton,2011,37,"Children in care: rate per 10,000 population aged < 18","per 10,000",Persons,Better
E09000030,Tower Hamlets,2011,63,"Children in care: rate per 10,000 population aged < 18","per 10,000",Persons,Similar
E09000031,Waltham Forest,2011,56,"Children in care: rate per 10,000 population aged < 18","per 10,000",Persons,Similar
E09000032,Wandsworth,2011,40,"Children in care: rate per 10,000 population aged < 18","per 10,000",Persons,Better
E09000033,Westminster,2011,57,"Children in care: rate per 10,000 population aged < 18","per 10,000",Persons,Similar
E10000002,Buckinghamshire,2011,33,"Children in care: rate per 10,000 population aged < 18","per 10,000",Persons,Better
E10000003,Cambridgeshire,2011,37,"Children in care: rate per 10,000 population aged < 18","per 10,000",Persons,Better
E10000006,Cumbria,2011,53,"Children in care: rate per 10,000 population aged < 18","per 10,000",Persons,Better
E10000007,Derbyshire,2011,42,"Children in care: rate per 10,000 population aged < 18","per 10,000",Persons,Better
E10000008,Devon,2011,45,"Children in care: rate per 10,000 population aged < 18","per 10,000",Persons,Better
E10000009,Dorset (Cty),2011,34,"Children in care: rate per 10,000 population aged < 18","per 10,000",Persons,Better
E10000011,East Sussex,2011,57,"Children in care: rate per 10,000 population aged < 18","per 10,000",Persons,Similar
E10000012,Essex,2011,53,"Children in care: rate per 10,000 population aged < 18","per 10,000",Persons,Better
E10000013,Gloucestershire,2011,39,"Children in care: rate per 10,000 population aged < 18","per 10,000",Persons,Better
E10000014,Hampshire,2011,39,"Children in care: rate per 10,000 population aged < 18","per 10,000",Persons,Better
E10000015,Hertfordshire,2011,44,"Children in care: rate per 10,000 population aged < 18","per 10,000",Persons,Better
E10000016,Kent,2011,54,"Children in care: rate per 10,000 population aged < 18","per 10,000",Persons,Better
E10000017,Lancashire,2011,53,"Children in care: rate per 10,000 population aged < 18","per 10,000",Persons,Better
E10000018,Leicestershire,2011,27,"Children in care: rate per 10,000 population aged < 18","per 10,000",Persons,Better
E10000019,Lincolnshire,2011,35,"Children in care: rate per 10,000 population aged < 18","per 10,000",Persons,Better
E10000020,Norfolk,2011,59,"Children in care: rate per 10,000 population aged < 18","per 10,000",Persons,Similar
E10000021,Northamptonshire,2011,48,"Children in care: rate per 10,000 population aged < 18","per 10,000",Persons,Better
E10000023,North Yorkshire,2011,40,"Children in care: rate per 10,000 population aged < 18","per 10,000",Persons,Better
E10000024,Nottinghamshire,2011,43,"Children in care: rate per 10,000 population aged < 18","per 10,000",Persons,Better
E10000025,Oxfordshire,2011,31,"Children in care: rate per 10,000 population aged < 18","per 10,000",Persons,Better
E10000027,Somerset,2011,41,"Children in care: rate per 10,000 population aged < 18","per 10,000",Persons,Better
E10000028,Staffordshire,2011,47,"Children in care: rate per 10,000 population aged < 18","per 10,000",Persons,Better
E10000029,Suffolk,2011,52,"Children in care: rate per 10,000 population aged < 18","per 10,000",Persons,Better
E10000030,Surrey,2011,30,"Children in care: rate per 10,000 population aged < 18","per 10,000",Persons,Better
E10000031,Warwickshire,2011,57,"Children in care: rate per 10,000 population aged < 18","per 10,000",Persons,Similar
E10000032,West Sussex,2011,45,"Children in care: rate per 10,000 population aged < 18","per 10,000",Persons,Better
E10000034,Worcestershire,2011,51,"Children in care: rate per 10,000 population aged < 18","per 10,000",Persons,Better
E92000001,England,2012,59,"Children in care: rate per 10,000 population aged < 18","per 10,000",Persons,Not compared
E06000001,Hartlepool,2012,86,"Children in care: rate per 10,000 population aged < 18","per 10,000",Persons,Worse
E06000002,Middlesbrough,2012,111,"Children in care: rate per 10,000 population aged < 18","per 10,000",Persons,Worse
E06000003,Redcar and Cleveland,2012,62,"Children in care: rate per 10,000 population aged < 18","per 10,000",Persons,Similar
E06000004,Stockton-on-Tees,2012,80,"Children in care: rate per 10,000 population aged < 18","per 10,000",Persons,Worse
E06000005,Darlington,2012,90,"Children in care: rate per 10,000 population aged < 18","per 10,000",Persons,Worse
E06000006,Halton,2012,44,"Children in care: rate per 10,000 population aged < 18","per 10,000",Persons,Better
E06000007,Warrington,2012,54,"Children in care: rate per 10,000 population aged < 18","per 10,000",Persons,Similar
E06000008,Blackburn with Darwen,2012,93,"Children in care: rate per 10,000 population aged < 18","per 10,000",Persons,Worse
E06000009,Blackpool,2012,150,"Children in care: rate per 10,000 population aged < 18","per 10,000",Persons,Worse
E06000010,Kingston upon Hull,2012,113,"Children in care: rate per 10,000 population aged < 18","per 10,000",Persons,Worse
E06000011,East Riding of Yorkshire,2012,49,"Children in care: rate per 10,000 population aged < 18","per 10,000",Persons,Better
E06000012,North East Lincolnshire,2012,45,"Children in care: rate per 10,000 population aged < 18","per 10,000",Persons,Better
E06000013,North Lincolnshire,2012,48,"Children in care: rate per 10,000 population aged < 18","per 10,000",Persons,Better
E06000014,York,2012,71,"Children in care: rate per 10,000 population aged < 18","per 10,000",Persons,Worse
E06000015,Derby,2012,84,"Children in care: rate per 10,000 population aged < 18","per 10,000",Persons,Worse
E06000016,Leicester,2012,67,"Children in care: rate per 10,000 population aged < 18","per 10,000",Persons,Worse
E06000017,Rutland,2012,36,"Children in care: rate per 10,000 population aged < 18","per 10,000",Persons,Better
E06000018,Nottingham,2012,87,"Children in care: rate per 10,000 population aged < 18","per 10,000",Persons,Worse
E06000019,Herefordshire,2012,59,"Children in care: rate per 10,000 population aged < 18","per 10,000",Persons,Similar
E06000020,Telford and Wrekin,2012,77,"Children in care: rate per 10,000 population aged < 18","per 10,000",Persons,Worse
E06000021,Stoke-on-Trent,2012,81,"Children in care: rate per 10,000 population aged < 18","per 10,000",Persons,Worse
E06000022,Bath and North East Somerset,2012,49,"Children in care: rate per 10,000 population aged < 18","per 10,000",Persons,Better
E06000023,Bristol,2012,78,"Children in care: rate per 10,000 population aged < 18","per 10,000",Persons,Worse
E06000024,North Somerset,2012,56,"Children in care: rate per 10,000 population aged < 18","per 10,000",Persons,Similar
E06000025,South Gloucestershire,2012,37,"Children in care: rate per 10,000 population aged < 18","per 10,000",Persons,Better
E06000026,Plymouth,2012,76,"Children in care: rate per 10,000 population aged < 18","per 10,000",Persons,Worse
E06000027,Torbay,2012,100,"Children in care: rate per 10,000 population aged < 18","per 10,000",Persons,Worse
E06000028,Bournemouth,2012,79,"Children in care: rate per 10,000 population aged < 18","per 10,000",Persons,Worse
E06000029,Poole,2012,54,"Children in care: rate per 10,000 population aged < 18","per 10,000",Persons,Similar
E06000030,Swindon,2012,54,"Children in care: rate per 10,000 population aged < 18","per 10,000",Persons,Similar
E06000031,Peterborough,2012,76,"Children in care: rate per 10,000 population aged < 18","per 10,000",Persons,Worse
E06000032,Luton,2012,73,"Children in care: rate per 10,000 population aged < 18","per 10,000",Persons,Worse
E06000033,Southend-on-Sea,2012,64,"Children in care: rate per 10,000 population aged < 18","per 10,000",Persons,Similar
E06000034,Thurrock,2012,62,"Children in care: rate per 10,000 population aged < 18","per 10,000",Persons,Similar
E06000035,Medway,2012,73,"Children in care: rate per 10,000 population aged < 18","per 10,000",Persons,Worse
E06000036,Bracknell Forest,2012,38,"Children in care: rate per 10,000 population aged < 18","per 10,000",Persons,Better
E06000037,West Berkshire,2012,35,"Children in care: rate per 10,000 population aged < 18","per 10,000",Persons,Better
E06000038,Reading,2012,71,"Children in care: rate per 10,000 population aged < 18","per 10,000",Persons,Worse
E06000039,Slough,2012,46,"Children in care: rate per 10,000 population aged < 18","per 10,000",Persons,Better
E06000040,Windsor and Maidenhead,2012,30,"Children in care: rate per 10,000 population aged < 18","per 10,000",Persons,Better
E06000041,Wokingham,2012,20,"Children in care: rate per 10,000 population aged < 18","per 10,000",Persons,Better
E06000042,Milton Keynes,2012,45,"Children in care: rate per 10,000 population aged < 18","per 10,000",Persons,Better
E06000043,Brighton and Hove,2012,98,"Children in care: rate per 10,000 population aged < 18","per 10,000",Persons,Worse
E06000044,Portsmouth,2012,70,"Children in care: rate per 10,000 population aged < 18","per 10,000",Persons,Worse
E06000045,Southampton,2012,93,"Children in care: rate per 10,000 population aged < 18","per 10,000",Persons,Worse
E06000046,Isle of Wight,2012,60,"Children in care: rate per 10,000 population aged < 18","per 10,000",Persons,Similar
E06000047,County Durham,2012,66,"Children in care: rate per 10,000 population aged < 18","per 10,000",Persons,Worse
E06000049,Cheshire East,2012,58,"Children in care: rate per 10,000 population aged < 18","per 10,000",Persons,Similar
E06000050,Cheshire West and Chester,2012,55,"Children in care: rate per 10,000 population aged < 18","per 10,000",Persons,Similar
E06000051,Shropshire,2012,34,"Children in care: rate per 10,000 population aged < 18","per 10,000",Persons,Better
E06000052,Cornwall,2012,47,"Children in care: rate per 10,000 population aged < 18","per 10,000",Persons,Better
E06000054,Wiltshire,2012,40,"Children in care: rate per 10,000 population aged < 18","per 10,000",Persons,Better
E06000055,Bedford,2012,60,"Children in care: rate per 10,000 population aged < 18","per 10,000",Persons,Similar
E06000056,Central Bedfordshire,2012,37,"Children in care: rate per 10,000 population aged < 18","per 10,000",Persons,Better
E06000057,Northumberland,2012,46,"Children in care: rate per 10,000 population aged < 18","per 10,000",Persons,Better
E08000001,Bolton,2012,80,"Children in care: rate per 10,000 population aged < 18","per 10,000",Persons,Worse
E08000002,Bury,2012,78,"Children in care: rate per 10,000 population aged < 18","per 10,000",Persons,Worse
E08000003,Manchester,2012,121,"Children in care: rate per 10,000 population aged < 18","per 10,000",Persons,Worse
E08000004,Oldham,2012,57,"Children in care: rate per 10,000 population aged < 18","per 10,000",Persons,Similar
E08000005,Rochdale,2012,89,"Children in care: rate per 10,000 population aged < 18","per 10,000",Persons,Worse
E08000006,Salford,2012,109,"Children in care: rate per 10,000 population aged < 18","per 10,000",Persons,Worse
E08000007,Stockport,2012,49,"Children in care: rate per 10,000 population aged < 18","per 10,000",Persons,Better
E08000008,Tameside,2012,80,"Children in care: rate per 10,000 population aged < 18","per 10,000",Persons,Worse
E08000009,Trafford,2012,54,"Children in care: rate per 10,000 population aged < 18","per 10,000",Persons,Similar
E08000010,Wigan,2012,71,"Children in care: rate per 10,000 population aged < 18","per 10,000",Persons,Worse
E08000011,Knowsley,2012,78,"Children in care: rate per 10,000 population aged < 18","per 10,000",Persons,Worse
E08000012,Liverpool,2012,101,"Children in care: rate per 10,000 population aged < 18","per 10,000",Persons,Worse
E08000013,St. Helens,2012,92,"Children in care: rate per 10,000 population aged < 18","per 10,000",Persons,Worse
E08000014,Sefton,2012,73,"Children in care: rate per 10,000 population aged < 18","per 10,000",Persons,Worse
E08000015,Wirral,2012,100,"Children in care: rate per 10,000 population aged < 18","per 10,000",Persons,Worse
E08000016,Barnsley,2012,47,"Children in care: rate per 10,000 population aged < 18","per 10,000",Persons,Better
E08000017,Doncaster,2012,78,"Children in care: rate per 10,000 population aged < 18","per 10,000",Persons,Worse
E08000018,Rotherham,2012,68,"Children in care: rate per 10,000 population aged < 18","per 10,000",Persons,Worse
E08000019,Sheffield,2012,54,"Children in care: rate per 10,000 population aged < 18","per 10,000",Persons,Better
E08000021,Newcastle upon Tyne,2012,101,"Children in care: rate per 10,000 population aged < 18","per 10,000",Persons,Worse
E08000022,North Tyneside,2012,74,"Children in care: rate per 10,000 population aged < 18","per 10,000",Persons,Worse
E08000023,South Tyneside,2012,106,"Children in care: rate per 10,000 population aged < 18","per 10,000",Persons,Worse
E08000024,Sunderland,2012,71,"Children in care: rate per 10,000 population aged < 18","per 10,000",Persons,Worse
E08000025,Birmingham,2012,69,"Children in care: rate per 10,000 population aged < 18","per 10,000",Persons,Worse
E08000026,Coventry,2012,82,"Children in care: rate per 10,000 population aged < 18","per 10,000",Persons,Worse
E08000027,Dudley,2012,100,"Children in care: rate per 10,000 population aged < 18","per 10,000",Persons,Worse
E08000028,Sandwell,2012,77,"Children in care: rate per 10,000 population aged < 18","per 10,000",Persons,Worse
E08000029,Solihull,2012,81,"Children in care: rate per 10,000 population aged < 18","per 10,000",Persons,Worse
E08000030,Walsall,2012,77,"Children in care: rate per 10,000 population aged < 18","per 10,000",Persons,Worse
E08000031,Wolverhampton,2012,102,"Children in care: rate per 10,000 population aged < 18","per 10,000",Persons,Worse
E08000032,Bradford,2012,66,"Children in care: rate per 10,000 population aged < 18","per 10,000",Persons,Worse
E08000033,Calderdale,2012,79,"Children in care: rate per 10,000 population aged < 18","per 10,000",Persons,Worse
E08000034,Kirklees,2012,66,"Children in care: rate per 10,000 population aged < 18","per 10,000",Persons,Worse
E08000035,Leeds,2012,95,"Children in care: rate per 10,000 population aged < 18","per 10,000",Persons,Worse
E08000036,Wakefield,2012,63,"Children in care: rate per 10,000 population aged < 18","per 10,000",Persons,Similar
E08000037,Gateshead,2012,95,"Children in care: rate per 10,000 population aged < 18","per 10,000",Persons,Worse
E09000002,Barking and Dagenham,2012,79,"Children in care: rate per 10,000 population aged < 18","per 10,000",Persons,Worse
E09000003,Barnet,2012,36,"Children in care: rate per 10,000 population aged < 18","per 10,000",Persons,Better
E09000004,Bexley,2012,44,"Children in care: rate per 10,000 population aged < 18","per 10,000",Persons,Better
E09000005,Brent,2012,51,"Children in care: rate per 10,000 population aged < 18","per 10,000",Persons,Better
E09000006,Bromley,2012,40,"Children in care: rate per 10,000 population aged < 18","per 10,000",Persons,Better
E09000007,Camden,2012,68,"Children in care: rate per 10,000 population aged < 18","per 10,000",Persons,Worse
E09000008,Croydon,2012,84,"Children in care: rate per 10,000 population aged < 18","per 10,000",Persons,Worse
E09000009,Ealing,2012,53,"Children in care: rate per 10,000 population aged < 18","per 10,000",Persons,Better
E09000010,Enfield,2012,39,"Children in care: rate per 10,000 population aged < 18","per 10,000",Persons,Better
E09000011,Greenwich,2012,92,"Children in care: rate per 10,000 population aged < 18","per 10,000",Persons,Worse
E09000012,Hackney,2012,54,"Children in care: rate per 10,000 population aged < 18","per 10,000",Persons,Similar
E09000013,Hammersmith and Fulham,2012,69,"Children in care: rate per 10,000 population aged < 18","per 10,000",Persons,Worse
E09000014,Haringey,2012,100,"Children in care: rate per 10,000 population aged < 18","per 10,000",Persons,Worse
E09000015,Harrow,2012,29,"Children in care: rate per 10,000 population aged < 18","per 10,000",Persons,Better
E09000016,Havering,2012,36,"Children in care: rate per 10,000 population aged < 18","per 10,000",Persons,Better
E09000017,Hillingdon,2012,58,"Children in care: rate per 10,000 population aged < 18","per 10,000",Persons,Similar
E09000018,Hounslow,2012,56,"Children in care: rate per 10,000 population aged < 18","per 10,000",Persons,Similar
E09000019,Islington,2012,91,"Children in care: rate per 10,000 population aged < 18","per 10,000",Persons,Worse
E09000020,Kensington and Chelsea,2012,52,"Children in care: rate per 10,000 population aged < 18","per 10,000",Persons,Similar
