area_code,area_name,period,value,indicator,measure,unit,significance
E06000030,Swindon,2011/12,567,Hospital admissions as a result of self-harm (10-24 years),"Age standardised rate per 100,000",Persons,Worse
E06000031,Peterborough,2011/12,485.2,Hospital admissions as a result of self-harm (10-24 years),"Age standardised rate per 100,000",Persons,Worse
E06000032,Luton,2011/12,187.4,Hospital admissions as a result of self-harm (10-24 years),"Age standardised rate per 100,000",Persons,Better
E06000033,Southend-on-Sea,2011/12,217.3,Hospital admissions as a result of self-harm (10-24 years),"Age standardised rate per 100,000",Persons,Better
E06000034,Thurrock,2011/12,82.9,Hospital admissions as a result of self-harm (10-24 years),"Age standardised rate per 100,000",Persons,Better
E06000035,Medway,2011/12,300.6,Hospital admissions as a result of self-harm (10-24 years),"Age standardised rate per 100,000",Persons,Similar
E06000036,Bracknell Forest,2011/12,314.9,Hospital admissions as a result of self-harm (10-24 years),"Age standardised rate per 100,000",Persons,Similar
E06000037,West Berkshire,2011/12,229.8,Hospital admissions as a result of self-harm (10-24 years),"Age standardised rate per 100,000",Persons,Better
E06000038,Reading,2011/12,221.2,Hospital admissions as a result of self-harm (10-24 years),"Age standardised rate per 100,000",Persons,Better
E06000039,Slough,2011/12,310.6,Hospital admissions as a result of self-harm (10-24 years),"Age standardised rate per 100,000",Persons,Similar
E06000040,Windsor and Maidenhead,2011/12,246,Hospital admissions as a result of self-harm (10-24 years),"Age standardised rate per 100,000",Persons,Better
E06000041,Wokingham,2011/12,148.2,Hospital admissions as a result of self-harm (10-24 years),"Age standardised rate per 100,000",Persons,Better
E06000042,Milton Keynes,2011/12,310.6,Hospital admissions as a result of self-harm (10-24 years),"Age standardised rate per 100,000",Persons,Similar
E06000043,Brighton and Hove,2011/12,536.9,Hospital admissions as a result of self-harm (10-24 years),"Age standardised rate per 100,000",Persons,Worse
E06000044,Portsmouth,2011/12,505.3,Hospital admissions as a result of self-harm (10-24 years),"Age standardised rate per 100,000",Persons,Worse
E06000045,Southampton,2011/12,555.6,Hospital admissions as a result of self-harm (10-24 years),"Age standardised rate per 100,000",Persons,Worse
E06000046,Isle of Wight,2011/12,513.2,Hospital admissions as a result of self-harm (10-24 years),"Age standardised rate per 100,000",Persons,Worse
E06000047,County Durham,2011/12,535,Hospital admissions as a result of self-harm (10-24 years),"Age standardised rate per 100,000",Persons,Worse
E06000049,Cheshire East,2011/12,417.6,Hospital admissions as a result of self-harm (10-24 years),"Age standardised rate per 100,000",Persons,Worse
E06000050,Cheshire West and Chester,2011/12,376.8,Hospital admissions as a result of self-harm (10-24 years),"Age standardised rate per 100,000",Persons,Similar
E06000051,Shropshire,2011/12,277.6,Hospital admissions as a result of self-harm (10-24 years),"Age standardised rate per 100,000",Persons,Better
E06000052,Cornwall,2011/12,425,Hospital admissions as a result of self-harm (10-24 years),"Age standardised rate per 100,000",Persons,Worse
E06000053,Isles of Scilly,2011/12,NA,Hospital admissions as a result of self-harm (10-24 years),"Age standardised rate per 100,000",Persons,Not compared
E06000054,Wiltshire,2011/12,433.9,Hospital admissions as a result of self-harm (10-24 years),"Age standardised rate per 100,000",Persons,Worse
E06000055,Bedford,2011/12,286.6,Hospital admissions as a result of self-harm (10-24 years),"Age standardised rate per 100,000",Persons,Similar
E06000056,Central Bedfordshire,2011/12,185.3,Hospital admissions as a result of self-harm (10-24 years),"Age standardised rate per 100,000",Persons,Better
E06000057,Northumberland,2011/12,527.3,Hospital admissions as a result of self-harm (10-24 years),"Age standardised rate per 100,000",Persons,Worse
E08000001,Bolton,2011/12,341.1,Hospital admissions as a result of self-harm (10-24 years),"Age standardised rate per 100,000",Persons,Similar
E08000002,Bury,2011/12,400.6,Hospital admissions as a result of self-harm (10-24 years),"Age standardised rate per 100,000",Persons,Similar
E08000003,Manchester,2011/12,268.5,Hospital admissions as a result of self-harm (10-24 years),"Age standardised rate per 100,000",Persons,Better
E08000004,Oldham,2011/12,441.5,Hospital admissions as a result of self-harm (10-24 years),"Age standardised rate per 100,000",Persons,Worse
E08000005,Rochdale,2011/12,445.4,Hospital admissions as a result of self-harm (10-24 years),"Age standardised rate per 100,000",Persons,Worse
E08000006,Salford,2011/12,508.2,Hospital admissions as a result of self-harm (10-24 years),"Age standardised rate per 100,000",Persons,Worse
E08000007,Stockport,2011/12,444.5,Hospital admissions as a result of self-harm (10-24 years),"Age standardised rate per 100,000",Persons,Worse
E08000008,Tameside,2011/12,445,Hospital admissions as a result of self-harm (10-24 years),"Age standardised rate per 100,000",Persons,Worse
E08000009,Trafford,2011/12,324.7,Hospital admissions as a result of self-harm (10-24 years),"Age standardised rate per 100,000",Persons,Similar
E08000010,Wigan,2011/12,552.2,Hospital admissions as a result of self-harm (10-24 years),"Age standardised rate per 100,000",Persons,Worse
E08000011,Knowsley,2011/12,465.9,Hospital admissions as a result of self-harm (10-24 years),"Age standardised rate per 100,000",Persons,Worse
E08000012,Liverpool,2011/12,204,Hospital admissions as a result of self-harm (10-24 years),"Age standardised rate per 100,000",Persons,Better
E08000013,St. Helens,2011/12,676.3,Hospital admissions as a result of self-harm (10-24 years),"Age standardised rate per 100,000",Persons,Worse
E08000014,Sefton,2011/12,375.9,Hospital admissions as a result of self-harm (10-24 years),"Age standardised rate per 100,000",Persons,Similar
E08000015,Wirral,2011/12,603.6,Hospital admissions as a result of self-harm (10-24 years),"Age standardised rate per 100,000",Persons,Worse
E08000016,Barnsley,2011/12,390.7,Hospital admissions as a result of self-harm (10-24 years),"Age standardised rate per 100,000",Persons,Similar
E08000017,Doncaster,2011/12,312.9,Hospital admissions as a result of self-harm (10-24 years),"Age standardised rate per 100,000",Persons,Similar
E08000018,Rotherham,2011/12,309,Hospital admissions as a result of self-harm (10-24 years),"Age standardised rate per 100,000",Persons,Similar
E08000019,Sheffield,2011/12,212.9,Hospital admissions as a result of self-harm (10-24 years),"Age standardised rate per 100,000",Persons,Better
E08000021,Newcastle upon Tyne,2011/12,376.9,Hospital admissions as a result of self-harm (10-24 years),"Age standardised rate per 100,000",Persons,Similar
E08000022,North Tyneside,2011/12,592.1,Hospital admissions as a result of self-harm (10-24 years),"Age standardised rate per 100,000",Persons,Worse
E08000023,South Tyneside,2011/12,350.8,Hospital admissions as a result of self-harm (10-24 years),"Age standardised rate per 100,000",Persons,Similar
E08000024,Sunderland,2011/12,661.4,Hospital admissions as a result of self-harm (10-24 years),"Age standardised rate per 100,000",Persons,Worse
E08000025,Birmingham,2011/12,344.1,Hospital admissions as a result of self-harm (10-24 years),"Age standardised rate per 100,000",Persons,Similar
E08000026,Coventry,2011/12,518.7,Hospital admissions as a result of self-harm (10-24 years),"Age standardised rate per 100,000",Persons,Worse
E08000027,Dudley,2011/12,377.1,Hospital admissions as a result of self-harm (10-24 years),"Age standardised rate per 100,000",Persons,Similar
E08000028,Sandwell,2011/12,368.7,Hospital admissions as a result of self-harm (10-24 years),"Age standardised rate per 100,000",Persons,Similar
E08000029,Solihull,2011/12,262.4,Hospital admissions as a result of self-harm (10-24 years),"Age standardised rate per 100,000",Persons,Better
E08000030,Walsall,2011/12,352.1,Hospital admissions as a result of self-harm (10-24 years),"Age standardised rate per 100,000",Persons,Similar
E08000031,Wolverhampton,2011/12,298.3,Hospital admissions as a result of self-harm (10-24 years),"Age standardised rate per 100,000",Persons,Similar
E08000032,Bradford,2011/12,444.9,Hospital admissions as a result of self-harm (10-24 years),"Age standardised rate per 100,000",Persons,Worse
E08000033,Calderdale,2011/12,573.8,Hospital admissions as a result of self-harm (10-24 years),"Age standardised rate per 100,000",Persons,Worse
E08000034,Kirklees,2011/12,354.4,Hospital admissions as a result of self-harm (10-24 years),"Age standardised rate per 100,000",Persons,Similar
E08000035,Leeds,2011/12,526.2,Hospital admissions as a result of self-harm (10-24 years),"Age standardised rate per 100,000",Persons,Worse
E08000036,Wakefield,2011/12,450.1,Hospital admissions as a result of self-harm (10-24 years),"Age standardised rate per 100,000",Persons,Worse
E08000037,Gateshead,2011/12,520.5,Hospital admissions as a result of self-harm (10-24 years),"Age standardised rate per 100,000",Persons,Worse
E09000001,City of London,2011/12,NA,Hospital admissions as a result of self-harm (10-24 years),"Age standardised rate per 100,000",Persons,Not compared
E09000002,Barking and Dagenham,2011/12,285.1,Hospital admissions as a result of self-harm (10-24 years),"Age standardised rate per 100,000",Persons,Better
E09000003,Barnet,2011/12,236.9,Hospital admissions as a result of self-harm (10-24 years),"Age standardised rate per 100,000",Persons,Better
E09000004,Bexley,2011/12,180.4,Hospital admissions as a result of self-harm (10-24 years),"Age standardised rate per 100,000",Persons,Better
E09000005,Brent,2011/12,129.9,Hospital admissions as a result of self-harm (10-24 years),"Age standardised rate per 100,000",Persons,Better
E09000006,Bromley,2011/12,274.9,Hospital admissions as a result of self-harm (10-24 years),"Age standardised rate per 100,000",Persons,Better
E09000007,Camden,2011/12,166.4,Hospital admissions as a result of self-harm (10-24 years),"Age standardised rate per 100,000",Persons,Better
E09000008,Croydon,2011/12,278.2,Hospital admissions as a result of self-harm (10-24 years),"Age standardised rate per 100,000",Persons,Better
E09000009,Ealing,2011/12,239.7,Hospital admissions as a result of self-harm (10-24 years),"Age standardised rate per 100,000",Persons,Better
E09000010,Enfield,2011/12,138.7,Hospital admissions as a result of self-harm (10-24 years),"Age standardised rate per 100,000",Persons,Better
E09000011,Greenwich,2011/12,193.8,Hospital admissions as a result of self-harm (10-24 years),"Age standardised rate per 100,000",Persons,Better
E09000012,Hackney,2011/12,141,Hospital admissions as a result of self-harm (10-24 years),"Age standardised rate per 100,000",Persons,Better
E09000013,Hammersmith and Fulham,2011/12,184.2,Hospital admissions as a result of self-harm (10-24 years),"Age standardised rate per 100,000",Persons,Better
E09000014,Haringey,2011/12,173.5,Hospital admissions as a result of self-harm (10-24 years),"Age standardised rate per 100,000",Persons,Better
E09000015,Harrow,2011/12,127.5,Hospital admissions as a result of self-harm (10-24 years),"Age standardised rate per 100,000",Persons,Better
E09000016,Havering,2011/12,203.9,Hospital admissions as a result of self-harm (10-24 years),"Age standardised rate per 100,000",Persons,Better
E09000017,Hillingdon,2011/12,270.2,Hospital admissions as a result of self-harm (10-24 years),"Age standardised rate per 100,000",Persons,Better
E09000018,Hounslow,2011/12,273.7,Hospital admissions as a result of self-harm (10-24 years),"Age standardised rate per 100,000",Persons,Better
E09000019,Islington,2011/12,251.4,Hospital admissions as a result of self-harm (10-24 years),"Age standardised rate per 100,000",Persons,Better
E09000020,Kensington and Chelsea,2011/12,147.3,Hospital admissions as a result of self-harm (10-24 years),"Age standardised rate per 100,000",Persons,Better
E09000021,Kingston upon Thames,2011/12,137.1,Hospital admissions as a result of self-harm (10-24 years),"Age standardised rate per 100,000",Persons,Better
E09000022,Lambeth,2011/12,131.8,Hospital admissions as a result of self-harm (10-24 years),"Age standardised rate per 100,000",Persons,Better
E09000023,Lewisham,2011/12,217.5,Hospital admissions as a result of self-harm (10-24 years),"Age standardised rate per 100,000",Persons,Better
E09000024,Merton,2011/12,143.3,Hospital admissions as a result of self-harm (10-24 years),"Age standardised rate per 100,000",Persons,Better
E09000025,Newham,2011/12,211.7,Hospital admissions as a result of self-harm (10-24 years),"Age standardised rate per 100,000",Persons,Better
E09000026,Redbridge,2011/12,196.1,Hospital admissions as a result of self-harm (10-24 years),"Age standardised rate per 100,000",Persons,Better
E09000027,Richmond upon Thames,2011/12,260.4,Hospital admissions as a result of self-harm (10-24 years),"Age standardised rate per 100,000",Persons,Better
E09000028,Southwark,2011/12,109.2,Hospital admissions as a result of self-harm (10-24 years),"Age standardised rate per 100,000",Persons,Better
E09000029,Sutton,2011/12,238.2,Hospital admissions as a result of self-harm (10-24 years),"Age standardised rate per 100,000",Persons,Better
E09000030,Tower Hamlets,2011/12,114.8,Hospital admissions as a result of self-harm (10-24 years),"Age standardised rate per 100,000",Persons,Better
E09000031,Waltham Forest,2011/12,285.1,Hospital admissions as a result of self-harm (10-24 years),"Age standardised rate per 100,000",Persons,Better
E09000032,Wandsworth,2011/12,129.8,Hospital admissions as a result of self-harm (10-24 years),"Age standardised rate per 100,000",Persons,Better
E09000033,Westminster,2011/12,140.4,Hospital admissions as a result of self-harm (10-24 years),"Age standardised rate per 100,000",Persons,Better
E10000002,Buckinghamshire,2011/12,184,Hospital admissions as a result of self-harm (10-24 years),"Age standardised rate per 100,000",Persons,Better
E10000003,Cambridgeshire,2011/12,379.7,Hospital admissions as a result of self-harm (10-24 years),"Age standardised rate per 100,000",Persons,Similar
E10000006,Cumbria,2011/12,443.3,Hospital admissions as a result of self-harm (10-24 years),"Age standardised rate per 100,000",Persons,Worse
E10000007,Derbyshire,2011/12,426.6,Hospital admissions as a result of self-harm (10-24 years),"Age standardised rate per 100,000",Persons,Worse
E10000008,Devon,2011/12,381.1,Hospital admissions as a result of self-harm (10-24 years),"Age standardised rate per 100,000",Persons,Worse
E10000009,Dorset (Cty),2011/12,343.2,Hospital admissions as a result of self-harm (10-24 years),"Age standardised rate per 100,000",Persons,Similar
E10000011,East Sussex,2011/12,275,Hospital admissions as a result of self-harm (10-24 years),"Age standardised rate per 100,000",Persons,Better
E10000012,Essex,2011/12,210.6,Hospital admissions as a result of self-harm (10-24 years),"Age standardised rate per 100,000",Persons,Better
E10000013,Gloucestershire,2011/12,388.9,Hospital admissions as a result of self-harm (10-24 years),"Age standardised rate per 100,000",Persons,Worse
E10000014,Hampshire,2011/12,401.2,Hospital admissions as a result of self-harm (10-24 years),"Age standardised rate per 100,000",Persons,Worse
E10000015,Hertfordshire,2011/12,198.1,Hospital admissions as a result of self-harm (10-24 years),"Age standardised rate per 100,000",Persons,Better
E10000016,Kent,2011/12,394.3,Hospital admissions as a result of self-harm (10-24 years),"Age standardised rate per 100,000",Persons,Worse
E10000017,Lancashire,2011/12,459.4,Hospital admissions as a result of self-harm (10-24 years),"Age standardised rate per 100,000",Persons,Worse
E10000018,Leicestershire,2011/12,171,Hospital admissions as a result of self-harm (10-24 years),"Age standardised rate per 100,000",Persons,Better
E10000019,Lincolnshire,2011/12,362.3,Hospital admissions as a result of self-harm (10-24 years),"Age standardised rate per 100,000",Persons,Similar
E10000020,Norfolk,2011/12,298.6,Hospital admissions as a result of self-harm (10-24 years),"Age standardised rate per 100,000",Persons,Better
E10000021,Northamptonshire,2011/12,461.5,Hospital admissions as a result of self-harm (10-24 years),"Age standardised rate per 100,000",Persons,Worse
E10000023,North Yorkshire,2011/12,294,Hospital admissions as a result of self-harm (10-24 years),"Age standardised rate per 100,000",Persons,Better
E10000024,Nottinghamshire,2011/12,308.9,Hospital admissions as a result of self-harm (10-24 years),"Age standardised rate per 100,000",Persons,Better
E10000025,Oxfordshire,2011/12,325.1,Hospital admissions as a result of self-harm (10-24 years),"Age standardised rate per 100,000",Persons,Similar
E10000027,Somerset,2011/12,409.6,Hospital admissions as a result of self-harm (10-24 years),"Age standardised rate per 100,000",Persons,Worse
E10000028,Staffordshire,2011/12,308.2,Hospital admissions as a result of self-harm (10-24 years),"Age standardised rate per 100,000",Persons,Better
E10000029,Suffolk,2011/12,352.6,Hospital admissions as a result of self-harm (10-24 years),"Age standardised rate per 100,000",Persons,Similar
E10000030,Surrey,2011/12,256.3,Hospital admissions as a result of self-harm (10-24 years),"Age standardised rate per 100,000",Persons,Better
E10000031,Warwickshire,2011/12,365.7,Hospital admissions as a result of self-harm (10-24 years),"Age standardised rate per 100,000",Persons,Similar
E10000032,West Sussex,2011/12,394.4,Hospital admissions as a result of self-harm (10-24 years),"Age standardised rate per 100,000",Persons,Worse
E10000034,Worcestershire,2011/12,389.3,Hospital admissions as a result of self-harm (10-24 years),"Age standardised rate per 100,000",Persons,Worse
E92000001,England,2012/13,348.9,Hospital admissions as a result of self-harm (10-24 years),"Age standardised rate per 100,000",Persons,Not compared
E06000001,Hartlepool,2012/13,680.5,Hospital admissions as a result of self-harm (10-24 years),"Age standardised rate per 100,000",Persons,Worse
E06000002,Middlesbrough,2012/13,704.9,Hospital admissions as a result of self-harm (10-24 years),"Age standardised rate per 100,000",Persons,Worse
E06000003,Redcar and Cleveland,2012/13,746.9,Hospital admissions as a result of self-harm (10-24 years),"Age standardised rate per 100,000",Persons,Worse
E06000004,Stockton-on-Tees,2012/13,642.5,Hospital admissions as a result of self-harm (10-24 years),"Age standardised rate per 100,000",Persons,Worse
E06000005,Darlington,2012/13,598.7,Hospital admissions as a result of self-harm (10-24 years),"Age standardised rate per 100,000",Persons,Worse
E06000006,Halton,2012/13,635.6,Hospital admissions as a result of self-harm (10-24 years),"Age standardised rate per 100,000",Persons,Worse
E06000007,Warrington,2012/13,642.8,Hospital admissions as a result of self-harm (10-24 years),"Age standardised rate per 100,000",Persons,Worse
E06000008,Blackburn with Darwen,2012/13,524,Hospital admissions as a result of self-harm (10-24 years),"Age standardised rate per 100,000",Persons,Worse
E06000009,Blackpool,2012/13,1152.2,Hospital admissions as a result of self-harm (10-24 years),"Age standardised rate per 100,000",Persons,Worse
E06000010,Kingston upon Hull,2012/13,427.2,Hospital admissions as a result of self-harm (10-24 years),"Age standardised rate per 100,000",Persons,Worse
E06000011,East Riding of Yorkshire,2012/13,276.8,Hospital admissions as a result of self-harm (10-24 years),"Age standardised rate per 100,000",Persons,Better
E06000012,North East Lincolnshire,2012/13,410.7,Hospital admissions as a result of self-harm (10-24 years),"Age standardised rate per 100,000",Persons,Similar
E06000013,North Lincolnshire,2012/13,275.1,Hospital admissions as a result of self-harm (10-24 years),"Age standardised rate per 100,000",Persons,Better
E06000014,York,2012/13,431,Hospital admissions as a result of self-harm (10-24 years),"Age standardised rate per 100,000",Persons,Worse
E06000015,Derby,2012/13,474.1,Hospital admissions as a result of self-harm (10-24 years),"Age standardised rate per 100,000",Persons,Worse
E06000016,Leicester,2012/13,193.1,Hospital admissions as a result of self-harm (10-24 years),"Age standardised rate per 100,000",Persons,Better
E06000017,Rutland,2012/13,204.6,Hospital admissions as a result of self-harm (10-24 years),"Age standardised rate per 100,000",Persons,Better
E06000018,Nottingham,2012/13,338.6,Hospital admissions as a result of self-harm (10-24 years),"Age standardised rate per 100,000",Persons,Similar
E06000019,Herefordshire,2012/13,347,Hospital admissions as a result of self-harm (10-24 years),"Age standardised rate per 100,000",Persons,Similar
E06000020,Telford and Wrekin,2012/13,510.5,Hospital admissions as a result of self-harm (10-24 years),"Age standardised rate per 100,000",Persons,Worse
E06000021,Stoke-on-Trent,2012/13,460.6,Hospital admissions as a result of self-harm (10-24 years),"Age standardised rate per 100,000",Persons,Worse
E06000022,Bath and North East Somerset,2012/13,457.7,Hospital admissions as a result of self-harm (10-24 years),"Age standardised rate per 100,000",Persons,Worse
E06000023,Bristol,2012/13,429.6,Hospital admissions as a result of self-harm (10-24 years),"Age standardised rate per 100,000",Persons,Worse
E06000024,North Somerset,2012/13,239,Hospital admissions as a result of self-harm (10-24 years),"Age standardised rate per 100,000",Persons,Better
E06000025,South Gloucestershire,2012/13,294.2,Hospital admissions as a result of self-harm (10-24 years),"Age standardised rate per 100,000",Persons,Better
E06000026,Plymouth,2012/13,426,Hospital admissions as a result of self-harm (10-24 years),"Age standardised rate per 100,000",Persons,Worse
E06000027,Torbay,2012/13,523.1,Hospital admissions as a result of self-harm (10-24 years),"Age standardised rate per 100,000",Persons,Worse
E06000028,Bournemouth,2012/13,557.7,Hospital admissions as a result of self-harm (10-24 years),"Age standardised rate per 100,000",Persons,Worse
E06000029,Poole,2012/13,640.7,Hospital admissions as a result of self-harm (10-24 years),"Age standardised rate per 100,000",Persons,Worse
E06000030,Swindon,2012/13,567.6,Hospital admissions as a result of self-harm (10-24 years),"Age standardised rate per 100,000",Persons,Worse
E06000031,Peterborough,2012/13,619.4,Hospital admissions as a result of self-harm (10-24 years),"Age standardised rate per 100,000",Persons,Worse
E06000032,Luton,2012/13,236.3,Hospital admissions as a result of self-harm (10-24 years),"Age standardised rate per 100,000",Persons,Better
E06000033,Southend-on-Sea,2012/13,268,Hospital admissions as a result of self-harm (10-24 years),"Age standardised rate per 100,000",Persons,Better
E06000034,Thurrock,2012/13,82.1,Hospital admissions as a result of self-harm (10-24 years),"Age standardised rate per 100,000",Persons,Better
E06000035,Medway,2012/13,207.8,Hospital admissions as a result of self-harm (10-24 years),"Age standardised rate per 100,000",Persons,Better
E06000036,Bracknell Forest,2012/13,226.8,Hospital admissions as a result of self-harm (10-24 years),"Age standardised rate per 100,000",Persons,Better
E06000037,West Berkshire,2012/13,353.2,Hospital admissions as a result of self-harm (10-24 years),"Age standardised rate per 100,000",Persons,Similar
E06000038,Reading,2012/13,194.4,Hospital admissions as a result of self-harm (10-24 years),"Age standardised rate per 100,000",Persons,Better
E06000039,Slough,2012/13,266.6,Hospital admissions as a result of self-harm (10-24 years),"Age standardised rate per 100,000",Persons,Better
E06000040,Windsor and Maidenhead,2012/13,315.6,Hospital admissions as a result of self-harm (10-24 years),"Age standardised rate per 100,000",Persons,Similar
E06000041,Wokingham,2012/13,245,Hospital admissions as a result of self-harm (10-24 years),"Age standardised rate per 100,000",Persons,Better
E06000042,Milton Keynes,2012/13,276.8,Hospital admissions as a result of self-harm (10-24 years),"Age standardised rate per 100,000",Persons,Better
E06000043,Brighton and Hove,2012/13,436.6,Hospital admissions as a result of self-harm (10-24 years),"Age standardised rate per 100,000",Persons,Worse
E06000044,Portsmouth,2012/13,496,Hospital admissions as a result of self-harm (10-24 years),"Age standardised rate per 100,000",Persons,Worse
E06000045,Southampton,2012/13,402.5,Hospital admissions as a result of self-harm (10-24 years),"Age standardised rate per 100,000",Persons,Worse
E06000046,Isle of Wight,2012/13,601.5,Hospital admissions as a result of self-harm (10-24 years),"Age standardised rate per 100,000",Persons,Worse
E06000047,County Durham,2012/13,410.7,Hospital admissions as a result of self-harm (10-24 years),"Age standardised rate per 100,000",Persons,Worse
E06000049,Cheshire East,2012/13,387.2,Hospital admissions as a result of self-harm (10-24 years),"Age standardised rate per 100,000",Persons,Similar
E06000050,Cheshire West and Chester,2012/13,277.2,Hospital admissions as a result of self-harm (10-24 years),"Age standardised rate per 100,000",Persons,Better
E06000051,Shropshire,2012/13,299.4,Hospital admissions as a result of self-harm (10-24 years),"Age standardised rate per 100,000",Persons,Similar
E06000052,Cornwall,2012/13,421.5,Hospital admissions as a result of self-harm (10-24 years),"Age standardised rate per 100,000",Persons,Worse
E06000053,Isles of Scilly,2012/13,NA,Hospital admissions as a result of self-harm (10-24 years),"Age standardised rate per 100,000",Persons,Not compared
E06000054,Wiltshire,2012/13,522.1,Hospital admissions as a result of self-harm (10-24 years),"Age standardised rate per 100,000",Persons,Worse
E06000055,Bedford,2012/13,299.9,Hospital admissions as a result of self-harm (10-24 years),"Age standardised rate per 100,000",Persons,Similar
E06000056,Central Bedfordshire,2012/13,281.1,Hospital admissions as a result of self-harm (10-24 years),"Age standardised rate per 100,000",Persons,Better
E06000057,Northumberland,2012/13,419,Hospital admissions as a result of self-harm (10-24 years),"Age standardised rate per 100,000",Persons,Worse
