area_code,area_name,period,value,indicator,measure,unit,significance
E08000018,Rotherham,2012/13,39.9,Children with free school meal status achieving a good level of development at the end of reception,Percentage,Persons,Better
E08000019,Sheffield,2012/13,36.8,Children with free school meal status achieving a good level of development at the end of reception,Percentage,Persons,Similar
E08000021,Newcastle upon Tyne,2012/13,28.4,Children with free school meal status achieving a good level of development at the end of reception,Percentage,Persons,Worse
E08000022,North Tyneside,2012/13,31.1,Children with free school meal status achieving a good level of development at the end of reception,Percentage,Persons,Worse
E08000023,South Tyneside,2012/13,33.2,Children with free school meal status achieving a good level of development at the end of reception,Percentage,Persons,Similar
E08000024,Sunderland,2012/13,33.8,Children with free school meal status achieving a good level of development at the end of reception,Percentage,Persons,Similar
E08000025,Birmingham,2012/13,39.5,Children with free school meal status achieving a good level of development at the end of reception,Percentage,Persons,Better
E08000026,Coventry,2012/13,42.3,Children with free school meal status achieving a good level of development at the end of reception,Percentage,Persons,Better
E08000027,Dudley,2012/13,33.9,Children with free school meal status achieving a good level of development at the end of reception,Percentage,Persons,Similar
E08000028,Sandwell,2012/13,35.1,Children with free school meal status achieving a good level of development at the end of reception,Percentage,Persons,Similar
E08000029,Solihull,2012/13,32.1,Children with free school meal status achieving a good level of development at the end of reception,Percentage,Persons,Similar
E08000030,Walsall,2012/13,32.6,Children with free school meal status achieving a good level of development at the end of reception,Percentage,Persons,Worse
E08000031,Wolverhampton,2012/13,34.8,Children with free school meal status achieving a good level of development at the end of reception,Percentage,Persons,Similar
E08000032,Bradford,2012/13,36.2,Children with free school meal status achieving a good level of development at the end of reception,Percentage,Persons,Similar
E08000033,Calderdale,2012/13,29.2,Children with free school meal status achieving a good level of development at the end of reception,Percentage,Persons,Worse
E08000034,Kirklees,2012/13,34.6,Children with free school meal status achieving a good level of development at the end of reception,Percentage,Persons,Similar
E08000035,Leeds,2012/13,33.6,Children with free school meal status achieving a good level of development at the end of reception,Percentage,Persons,Worse
E08000036,Wakefield,2012/13,39.2,Children with free school meal status achieving a good level of development at the end of reception,Percentage,Persons,Similar
E08000037,Gateshead,2012/13,19.9,Children with free school meal status achieving a good level of development at the end of reception,Percentage,Persons,Worse
E09000001,City of London,2012/13,42.9,Children with free school meal status achieving a good level of development at the end of reception,Percentage,Persons,Similar
E09000002,Barking and Dagenham,2012/13,36.5,Children with free school meal status achieving a good level of development at the end of reception,Percentage,Persons,Similar
E09000003,Barnet,2012/13,46.5,Children with free school meal status achieving a good level of development at the end of reception,Percentage,Persons,Better
E09000004,Bexley,2012/13,47.4,Children with free school meal status achieving a good level of development at the end of reception,Percentage,Persons,Better
E09000005,Brent,2012/13,52.4,Children with free school meal status achieving a good level of development at the end of reception,Percentage,Persons,Better
E09000006,Bromley,2012/13,39.8,Children with free school meal status achieving a good level of development at the end of reception,Percentage,Persons,Similar
E09000007,Camden,2012/13,34.1,Children with free school meal status achieving a good level of development at the end of reception,Percentage,Persons,Similar
E09000008,Croydon,2012/13,34.5,Children with free school meal status achieving a good level of development at the end of reception,Percentage,Persons,Similar
E09000009,Ealing,2012/13,48.9,Children with free school meal status achieving a good level of development at the end of reception,Percentage,Persons,Better
E09000010,Enfield,2012/13,41.1,Children with free school meal status achieving a good level of development at the end of reception,Percentage,Persons,Better
E09000011,Greenwich,2012/13,60,Children with free school meal status achieving a good level of development at the end of reception,Percentage,Persons,Better
E09000012,Hackney,2012/13,54.8,Children with free school meal status achieving a good level of development at the end of reception,Percentage,Persons,Better
E09000013,Hammersmith and Fulham,2012/13,39.7,Children with free school meal status achieving a good level of development at the end of reception,Percentage,Persons,Similar
E09000014,Haringey,2012/13,40.7,Children with free school meal status achieving a good level of development at the end of reception,Percentage,Persons,Better
E09000015,Harrow,2012/13,30.7,Children with free school meal status achieving a good level of development at the end of reception,Percentage,Persons,Worse
E09000016,Havering,2012/13,39.5,Children with free school meal status achieving a good level of development at the end of reception,Percentage,Persons,Similar
E09000017,Hillingdon,2012/13,28.3,Children with free school meal status achieving a good level of development at the end of reception,Percentage,Persons,Worse
E09000018,Hounslow,2012/13,29.2,Children with free school meal status achieving a good level of development at the end of reception,Percentage,Persons,Worse
E09000019,Islington,2012/13,35.9,Children with free school meal status achieving a good level of development at the end of reception,Percentage,Persons,Similar
E09000020,Kensington and Chelsea,2012/13,39.7,Children with free school meal status achieving a good level of development at the end of reception,Percentage,Persons,Similar
E09000021,Kingston upon Thames,2012/13,37,Children with free school meal status achieving a good level of development at the end of reception,Percentage,Persons,Similar
E09000022,Lambeth,2012/13,36.5,Children with free school meal status achieving a good level of development at the end of reception,Percentage,Persons,Similar
E09000023,Lewisham,2012/13,59.5,Children with free school meal status achieving a good level of development at the end of reception,Percentage,Persons,Better
E09000024,Merton,2012/13,32.9,Children with free school meal status achieving a good level of development at the end of reception,Percentage,Persons,Similar
E09000025,Newham,2012/13,53.5,Children with free school meal status achieving a good level of development at the end of reception,Percentage,Persons,Better
E09000026,Redbridge,2012/13,48.2,Children with free school meal status achieving a good level of development at the end of reception,Percentage,Persons,Better
E09000027,Richmond upon Thames,2012/13,20.5,Children with free school meal status achieving a good level of development at the end of reception,Percentage,Persons,Worse
E09000028,Southwark,2012/13,51.6,Children with free school meal status achieving a good level of development at the end of reception,Percentage,Persons,Better
E09000029,Sutton,2012/13,26.6,Children with free school meal status achieving a good level of development at the end of reception,Percentage,Persons,Worse
E09000030,Tower Hamlets,2012/13,42.6,Children with free school meal status achieving a good level of development at the end of reception,Percentage,Persons,Better
E09000031,Waltham Forest,2012/13,51.8,Children with free school meal status achieving a good level of development at the end of reception,Percentage,Persons,Better
E09000032,Wandsworth,2012/13,39.9,Children with free school meal status achieving a good level of development at the end of reception,Percentage,Persons,Better
E09000033,Westminster,2012/13,41.4,Children with free school meal status achieving a good level of development at the end of reception,Percentage,Persons,Better
E10000002,Buckinghamshire,2012/13,31.8,Children with free school meal status achieving a good level of development at the end of reception,Percentage,Persons,Worse
E10000003,Cambridgeshire,2012/13,30.9,Children with free school meal status achieving a good level of development at the end of reception,Percentage,Persons,Worse
E10000006,Cumbria,2012/13,30,Children with free school meal status achieving a good level of development at the end of reception,Percentage,Persons,Worse
E10000007,Derbyshire,2012/13,31.7,Children with free school meal status achieving a good level of development at the end of reception,Percentage,Persons,Worse
E10000008,Devon,2012/13,47.8,Children with free school meal status achieving a good level of development at the end of reception,Percentage,Persons,Better
E10000009,Dorset (Cty),2012/13,40,Children with free school meal status achieving a good level of development at the end of reception,Percentage,Persons,Similar
E10000011,East Sussex,2012/13,26.7,Children with free school meal status achieving a good level of development at the end of reception,Percentage,Persons,Worse
E10000012,Essex,2012/13,34.7,Children with free school meal status achieving a good level of development at the end of reception,Percentage,Persons,Similar
E10000013,Gloucestershire,2012/13,33.8,Children with free school meal status achieving a good level of development at the end of reception,Percentage,Persons,Similar
E10000014,Hampshire,2012/13,37.4,Children with free school meal status achieving a good level of development at the end of reception,Percentage,Persons,Similar
E10000015,Hertfordshire,2012/13,40.6,Children with free school meal status achieving a good level of development at the end of reception,Percentage,Persons,Better
E10000016,Kent,2012/13,47.7,Children with free school meal status achieving a good level of development at the end of reception,Percentage,Persons,Better
E10000017,Lancashire,2012/13,39.6,Children with free school meal status achieving a good level of development at the end of reception,Percentage,Persons,Better
E10000018,Leicestershire,2012/13,24.7,Children with free school meal status achieving a good level of development at the end of reception,Percentage,Persons,Worse
E10000019,Lincolnshire,2012/13,47.4,Children with free school meal status achieving a good level of development at the end of reception,Percentage,Persons,Better
E10000020,Norfolk,2012/13,31.3,Children with free school meal status achieving a good level of development at the end of reception,Percentage,Persons,Worse
E10000021,Northamptonshire,2012/13,33.3,Children with free school meal status achieving a good level of development at the end of reception,Percentage,Persons,Worse
E10000023,North Yorkshire,2012/13,24.3,Children with free school meal status achieving a good level of development at the end of reception,Percentage,Persons,Worse
E10000024,Nottinghamshire,2012/13,37.1,Children with free school meal status achieving a good level of development at the end of reception,Percentage,Persons,Similar
E10000025,Oxfordshire,2012/13,26.7,Children with free school meal status achieving a good level of development at the end of reception,Percentage,Persons,Worse
E10000027,Somerset,2012/13,31.1,Children with free school meal status achieving a good level of development at the end of reception,Percentage,Persons,Worse
E10000028,Staffordshire,2012/13,36.1,Children with free school meal status achieving a good level of development at the end of reception,Percentage,Persons,Similar
E10000029,Suffolk,2012/13,32.9,Children with free school meal status achieving a good level of development at the end of reception,Percentage,Persons,Worse
E10000030,Surrey,2012/13,27.9,Children with free school meal status achieving a good level of development at the end of reception,Percentage,Persons,Worse
E10000031,Warwickshire,2012/13,26.2,Children with free school meal status achieving a good level of development at the end of reception,Percentage,Persons,Worse
E10000032,West Sussex,2012/13,33.2,Children with free school meal status achieving a good level of development at the end of reception,Percentage,Persons,Similar
E10000034,Worcestershire,2012/13,26.6,Children with free school meal status achieving a good level of development at the end of reception,Percentage,Persons,Worse
E92000001,England,2013/14,44.8,Children with free school meal status achieving a good level of development at the end of reception,Percentage,Persons,Not compared
E06000001,Hartlepool,2013/14,44.9,Children with free school meal status achieving a good level of development at the end of reception,Percentage,Persons,Similar
E06000002,Middlesbrough,2013/14,38.4,Children with free school meal status achieving a good level of development at the end of reception,Percentage,Persons,Worse
E06000003,Redcar and Cleveland,2013/14,36.8,Children with free school meal status achieving a good level of development at the end of reception,Percentage,Persons,Worse
E06000004,Stockton-on-Tees,2013/14,32.7,Children with free school meal status achieving a good level of development at the end of reception,Percentage,Persons,Worse
E06000005,Darlington,2013/14,38.4,Children with free school meal status achieving a good level of development at the end of reception,Percentage,Persons,Worse
E06000006,Halton,2013/14,33.3,Children with free school meal status achieving a good level of development at the end of reception,Percentage,Persons,Worse
E06000007,Warrington,2013/14,38.4,Children with free school meal status achieving a good level of development at the end of reception,Percentage,Persons,Worse
E06000008,Blackburn with Darwen,2013/14,31.7,Children with free school meal status achieving a good level of development at the end of reception,Percentage,Persons,Worse
E06000009,Blackpool,2013/14,42,Children with free school meal status achieving a good level of development at the end of reception,Percentage,Persons,Similar
E06000010,Kingston upon Hull,2013/14,41.2,Children with free school meal status achieving a good level of development at the end of reception,Percentage,Persons,Worse
E06000011,East Riding of Yorkshire,2013/14,46.5,Children with free school meal status achieving a good level of development at the end of reception,Percentage,Persons,Similar
E06000012,North East Lincolnshire,2013/14,48,Children with free school meal status achieving a good level of development at the end of reception,Percentage,Persons,Similar
E06000013,North Lincolnshire,2013/14,52.4,Children with free school meal status achieving a good level of development at the end of reception,Percentage,Persons,Better
E06000014,York,2013/14,45.4,Children with free school meal status achieving a good level of development at the end of reception,Percentage,Persons,Similar
E06000015,Derby,2013/14,36.3,Children with free school meal status achieving a good level of development at the end of reception,Percentage,Persons,Worse
E06000016,Leicester,2013/14,33.9,Children with free school meal status achieving a good level of development at the end of reception,Percentage,Persons,Worse
E06000017,Rutland,2013/14,40.9,Children with free school meal status achieving a good level of development at the end of reception,Percentage,Persons,Similar
E06000018,Nottingham,2013/14,37.2,Children with free school meal status achieving a good level of development at the end of reception,Percentage,Persons,Worse
E06000019,Herefordshire,2013/14,33.7,Children with free school meal status achieving a good level of development at the end of reception,Percentage,Persons,Worse
E06000020,Telford and Wrekin,2013/14,47.9,Children with free school meal status achieving a good level of development at the end of reception,Percentage,Persons,Similar
E06000021,Stoke-on-Trent,2013/14,41,Children with free school meal status achieving a good level of development at the end of reception,Percentage,Persons,Worse
E06000022,Bath and North East Somerset,2013/14,33,Children with free school meal status achieving a good level of development at the end of reception,Percentage,Persons,Worse
E06000023,Bristol,2013/14,43.8,Children with free school meal status achieving a good level of development at the end of reception,Percentage,Persons,Similar
E06000024,North Somerset,2013/14,46.2,Children with free school meal status achieving a good level of development at the end of reception,Percentage,Persons,Similar
E06000025,South Gloucestershire,2013/14,52.1,Children with free school meal status achieving a good level of development at the end of reception,Percentage,Persons,Better
E06000026,Plymouth,2013/14,45.6,Children with free school meal status achieving a good level of development at the end of reception,Percentage,Persons,Similar
E06000027,Torbay,2013/14,48.1,Children with free school meal status achieving a good level of development at the end of reception,Percentage,Persons,Similar
E06000028,Bournemouth,2013/14,50.7,Children with free school meal status achieving a good level of development at the end of reception,Percentage,Persons,Better
E06000029,Poole,2013/14,46.7,Children with free school meal status achieving a good level of development at the end of reception,Percentage,Persons,Similar
E06000030,Swindon,2013/14,44.2,Children with free school meal status achieving a good level of development at the end of reception,Percentage,Persons,Similar
E06000031,Peterborough,2013/14,52,Children with free school meal status achieving a good level of development at the end of reception,Percentage,Persons,Better
E06000032,Luton,2013/14,45.4,Children with free school meal status achieving a good level of development at the end of reception,Percentage,Persons,Similar
E06000033,Southend-on-Sea,2013/14,42.5,Children with free school meal status achieving a good level of development at the end of reception,Percentage,Persons,Similar
E06000034,Thurrock,2013/14,54.3,Children with free school meal status achieving a good level of development at the end of reception,Percentage,Persons,Better
E06000035,Medway,2013/14,49.8,Children with free school meal status achieving a good level of development at the end of reception,Percentage,Persons,Better
E06000036,Bracknell Forest,2013/14,43,Children with free school meal status achieving a good level of development at the end of reception,Percentage,Persons,Similar
E06000037,West Berkshire,2013/14,36.1,Children with free school meal status achieving a good level of development at the end of reception,Percentage,Persons,Worse
E06000038,Reading,2013/14,52.1,Children with free school meal status achieving a good level of development at the end of reception,Percentage,Persons,Better
E06000039,Slough,2013/14,47.6,Children with free school meal status achieving a good level of development at the end of reception,Percentage,Persons,Similar
E06000040,Windsor and Maidenhead,2013/14,39.7,Children with free school meal status achieving a good level of development at the end of reception,Percentage,Persons,Similar
E06000041,Wokingham,2013/14,34.6,Children with free school meal status achieving a good level of development at the end of reception,Percentage,Persons,Worse
E06000042,Milton Keynes,2013/14,47.9,Children with free school meal status achieving a good level of development at the end of reception,Percentage,Persons,Similar
E06000043,Brighton and Hove,2013/14,42,Children with free school meal status achieving a good level of development at the end of reception,Percentage,Persons,Similar
E06000044,Portsmouth,2013/14,52.5,Children with free school meal status achieving a good level of development at the end of reception,Percentage,Persons,Better
E06000045,Southampton,2013/14,48.2,Children with free school meal status achieving a good level of development at the end of reception,Percentage,Persons,Similar
E06000046,Isle of Wight,2013/14,47,Children with free school meal status achieving a good level of development at the end of reception,Percentage,Persons,Similar
E06000047,County Durham,2013/14,40.1,Children with free school meal status achieving a good level of development at the end of reception,Percentage,Persons,Worse
E06000049,Cheshire East,2013/14,42.4,Children with free school meal status achieving a good level of development at the end of reception,Percentage,Persons,Similar
E06000050,Cheshire West and Chester,2013/14,44.3,Children with free school meal status achieving a good level of development at the end of reception,Percentage,Persons,Similar
E06000051,Shropshire,2013/14,47.4,Children with free school meal status achieving a good level of development at the end of reception,Percentage,Persons,Similar
E06000052,Cornwall,2013/14,40.8,Children with free school meal status achieving a good level of development at the end of reception,Percentage,Persons,Worse
E06000053,Isles of Scilly,2013/14,NA,Children with free school meal status achieving a good level of development at the end of reception,Percentage,Persons,Not compared
E06000054,Wiltshire,2013/14,35.7,Children with free school meal status achieving a good level of development at the end of reception,Percentage,Persons,Worse
E06000055,Bedford,2013/14,41.3,Children with free school meal status achieving a good level of development at the end of reception,Percentage,Persons,Similar
E06000056,Central Bedfordshire,2013/14,35.9,Children with free school meal status achieving a good level of development at the end of reception,Percentage,Persons,Worse
E06000057,Northumberland,2013/14,38,Children with free school meal status achieving a good level of development at the end of reception,Percentage,Persons,Worse
E08000001,Bolton,2013/14,36.4,Children with free school meal status achieving a good level of development at the end of reception,Percentage,Persons,Worse
E08000002,Bury,2013/14,38.9,Children with free school meal status achieving a good level of development at the end of reception,Percentage,Persons,Worse
E08000003,Manchester,2013/14,46,Children with free school meal status achieving a good level of development at the end of reception,Percentage,Persons,Similar
E08000004,Oldham,2013/14,38.4,Children with free school meal status achieving a good level of development at the end of reception,Percentage,Persons,Worse
E08000005,Rochdale,2013/14,34.9,Children with free school meal status achieving a good level of development at the end of reception,Percentage,Persons,Worse
E08000006,Salford,2013/14,47.2,Children with free school meal status achieving a good level of development at the end of reception,Percentage,Persons,Similar
E08000007,Stockport,2013/14,39.6,Children with free school meal status achieving a good level of development at the end of reception,Percentage,Persons,Worse
E08000008,Tameside,2013/14,38.1,Children with free school meal status achieving a good level of development at the end of reception,Percentage,Persons,Worse
E08000009,Trafford,2013/14,47.2,Children with free school meal status achieving a good level of development at the end of reception,Percentage,Persons,Similar
E08000010,Wigan,2013/14,32.3,Children with free school meal status achieving a good level of development at the end of reception,Percentage,Persons,Worse
E08000011,Knowsley,2013/14,49.8,Children with free school meal status achieving a good level of development at the end of reception,Percentage,Persons,Better
E08000012,Liverpool,2013/14,43.5,Children with free school meal status achieving a good level of development at the end of reception,Percentage,Persons,Similar
E08000013,St. Helens,2013/14,44.4,Children with free school meal status achieving a good level of development at the end of reception,Percentage,Persons,Similar
E08000014,Sefton,2013/14,39.5,Children with free school meal status achieving a good level of development at the end of reception,Percentage,Persons,Worse
E08000015,Wirral,2013/14,46.6,Children with free school meal status achieving a good level of development at the end of reception,Percentage,Persons,Similar
E08000016,Barnsley,2013/14,36.3,Children with free school meal status achieving a good level of development at the end of reception,Percentage,Persons,Worse
E08000017,Doncaster,2013/14,39.6,Children with free school meal status achieving a good level of development at the end of reception,Percentage,Persons,Worse
E08000018,Rotherham,2013/14,45.3,Children with free school meal status achieving a good level of development at the end of reception,Percentage,Persons,Similar
E08000019,Sheffield,2013/14,44.1,Children with free school meal status achieving a good level of development at the end of reception,Percentage,Persons,Similar
E08000021,Newcastle upon Tyne,2013/14,37.9,Children with free school meal status achieving a good level of development at the end of reception,Percentage,Persons,Worse
E08000022,North Tyneside,2013/14,38.4,Children with free school meal status achieving a good level of development at the end of reception,Percentage,Persons,Worse
E08000023,South Tyneside,2013/14,40.1,Children with free school meal status achieving a good level of development at the end of reception,Percentage,Persons,Worse
E08000024,Sunderland,2013/14,44.7,Children with free school meal status achieving a good level of development at the end of reception,Percentage,Persons,Similar
E08000025,Birmingham,2013/14,46.7,Children with free school meal status achieving a good level of development at the end of reception,Percentage,Persons,Better
E08000026,Coventry,2013/14,49.3,Children with free school meal status achieving a good level of development at the end of reception,Percentage,Persons,Better
E08000027,Dudley,2013/14,41.6,Children with free school meal status achieving a good level of development at the end of reception,Percentage,Persons,Similar
E08000028,Sandwell,2013/14,44,Children with free school meal status achieving a good level of development at the end of reception,Percentage,Persons,Similar
E08000029,Solihull,2013/14,40.9,Children with free school meal status achieving a good level of development at the end of reception,Percentage,Persons,Similar
E08000030,Walsall,2013/14,41.6,Children with free school meal status achieving a good level of development at the end of reception,Percentage,Persons,Similar
E08000031,Wolverhampton,2013/14,47.1,Children with free school meal status achieving a good level of development at the end of reception,Percentage,Persons,Similar
E08000032,Bradford,2013/14,42.5,Children with free school meal status achieving a good level of development at the end of reception,Percentage,Persons,Similar
E08000033,Calderdale,2013/14,38.8,Children with free school meal status achieving a good level of development at the end of reception,Percentage,Persons,Worse
