area_code,area_name,period,value,indicator,measure,unit,significance
E07000198,Staffordshire Moorlands,2017,63.7,Estimated dementia diagnosis rate (aged 65 and over),Proportion,Persons,Similar
E07000199,Tamworth,2017,68.8,Estimated dementia diagnosis rate (aged 65 and over),Proportion,Persons,Similar
E07000200,Babergh,2017,65.5,Estimated dementia diagnosis rate (aged 65 and over),Proportion,Persons,Similar
E07000201,Forest Heath,2017,59.8,Estimated dementia diagnosis rate (aged 65 and over),Proportion,Persons,Worse
E07000202,Ipswich,2017,71.8,Estimated dementia diagnosis rate (aged 65 and over),Proportion,Persons,Similar
E07000203,Mid Suffolk,2017,60.9,Estimated dementia diagnosis rate (aged 65 and over),Proportion,Persons,Worse
E07000204,St. Edmundsbury,2017,61.4,Estimated dementia diagnosis rate (aged 65 and over),Proportion,Persons,Worse
E07000205,Suffolk Coastal,2017,61.9,Estimated dementia diagnosis rate (aged 65 and over),Proportion,Persons,Similar
E07000206,Waveney,2017,60.2,Estimated dementia diagnosis rate (aged 65 and over),Proportion,Persons,Worse
E07000207,Elmbridge,2017,64.2,Estimated dementia diagnosis rate (aged 65 and over),Proportion,Persons,Similar
E07000208,Epsom and Ewell,2017,59,Estimated dementia diagnosis rate (aged 65 and over),Proportion,Persons,Worse
E07000209,Guildford,2017,60.3,Estimated dementia diagnosis rate (aged 65 and over),Proportion,Persons,Worse
E07000210,Mole Valley,2017,64.6,Estimated dementia diagnosis rate (aged 65 and over),Proportion,Persons,Similar
E07000211,Reigate and Banstead,2017,69.7,Estimated dementia diagnosis rate (aged 65 and over),Proportion,Persons,Similar
E07000212,Runnymede,2017,64.4,Estimated dementia diagnosis rate (aged 65 and over),Proportion,Persons,Similar
E07000213,Spelthorne,2017,62.5,Estimated dementia diagnosis rate (aged 65 and over),Proportion,Persons,Similar
E07000214,Surrey Heath,2017,66.1,Estimated dementia diagnosis rate (aged 65 and over),Proportion,Persons,Similar
E07000215,Tandridge,2017,69.2,Estimated dementia diagnosis rate (aged 65 and over),Proportion,Persons,Similar
E07000216,Waverley,2017,54.2,Estimated dementia diagnosis rate (aged 65 and over),Proportion,Persons,Worse
E07000217,Woking,2017,75,Estimated dementia diagnosis rate (aged 65 and over),Proportion,Persons,Similar
E07000218,North Warwickshire,2017,54.6,Estimated dementia diagnosis rate (aged 65 and over),Proportion,Persons,Worse
E07000219,Nuneaton and Bedworth,2017,62.7,Estimated dementia diagnosis rate (aged 65 and over),Proportion,Persons,Similar
E07000220,Rugby,2017,62.7,Estimated dementia diagnosis rate (aged 65 and over),Proportion,Persons,Similar
E07000221,Stratford-on-Avon,2017,62.2,Estimated dementia diagnosis rate (aged 65 and over),Proportion,Persons,Similar
E07000222,Warwick,2017,59.5,Estimated dementia diagnosis rate (aged 65 and over),Proportion,Persons,Worse
E07000223,Adur,2017,61.2,Estimated dementia diagnosis rate (aged 65 and over),Proportion,Persons,Similar
E07000224,Arun,2017,62.6,Estimated dementia diagnosis rate (aged 65 and over),Proportion,Persons,Similar
E07000225,Chichester,2017,60.1,Estimated dementia diagnosis rate (aged 65 and over),Proportion,Persons,Worse
E07000226,Crawley,2017,64.3,Estimated dementia diagnosis rate (aged 65 and over),Proportion,Persons,Similar
E07000227,Horsham,2017,59.6,Estimated dementia diagnosis rate (aged 65 and over),Proportion,Persons,Worse
E07000228,Mid Sussex,2017,71.1,Estimated dementia diagnosis rate (aged 65 and over),Proportion,Persons,Similar
E07000229,Worthing,2017,71.7,Estimated dementia diagnosis rate (aged 65 and over),Proportion,Persons,Similar
E07000234,Bromsgrove,2017,70.7,Estimated dementia diagnosis rate (aged 65 and over),Proportion,Persons,Similar
E07000235,Malvern Hills,2017,66.6,Estimated dementia diagnosis rate (aged 65 and over),Proportion,Persons,Similar
E07000236,Redditch,2017,62.3,Estimated dementia diagnosis rate (aged 65 and over),Proportion,Persons,Similar
E07000237,Worcester,2017,58.3,Estimated dementia diagnosis rate (aged 65 and over),Proportion,Persons,Worse
E07000238,Wychavon,2017,51,Estimated dementia diagnosis rate (aged 65 and over),Proportion,Persons,Worse
E07000239,Wyre Forest,2017,61.3,Estimated dementia diagnosis rate (aged 65 and over),Proportion,Persons,Worse
E07000240,St Albans,2017,57.5,Estimated dementia diagnosis rate (aged 65 and over),Proportion,Persons,Worse
E07000241,Welwyn Hatfield,2017,63.6,Estimated dementia diagnosis rate (aged 65 and over),Proportion,Persons,Similar
