area_code,area_name,period,indicator,measure,unit,value,group
E08000006,Salford,2007,Neighbourhood environmental problems reported to fixmystreet.com,"Rate per 100,000 population",Reports,0.06058035984733749,Public Space
E08000006,Salford,2007,Neighbourhood environmental problems reported to fixmystreet.com,"Rate per 100,000 population",Reports,1.3327679166414248,Road Safety & Defects
E08000006,Salford,2007,Neighbourhood environmental problems reported to fixmystreet.com,"Rate per 100,000 population",Reports,0.12116071969467498,Abandoned Vehicles & Parking
E08000007,Stockport,2007,Neighbourhood environmental problems reported to fixmystreet.com,"Rate per 100,000 population",Reports,0.146864444118079,Environmental Disruptions
E08000007,Stockport,2007,Neighbourhood environmental problems reported to fixmystreet.com,"Rate per 100,000 population",Reports,0.19581925882410536,Environmental Health
E08000007,Stockport,2007,Neighbourhood environmental problems reported to fixmystreet.com,"Rate per 100,000 population",Reports,0.34268370294218437,Other
E08000007,Stockport,2007,Neighbourhood environmental problems reported to fixmystreet.com,"Rate per 100,000 population",Reports,1.0280511088265532,Road Safety & Defects
E08000007,Stockport,2007,Neighbourhood environmental problems reported to fixmystreet.com,"Rate per 100,000 population",Reports,0.3916385176482107,Abandoned Vehicles & Parking
E08000008,Tameside,2007,Neighbourhood environmental problems reported to fixmystreet.com,"Rate per 100,000 population",Reports,0.06347594261774787,Environmental Disruptions
E08000008,Tameside,2007,Neighbourhood environmental problems reported to fixmystreet.com,"Rate per 100,000 population",Reports,0.6347594261774788,Environmental Health
E08000008,Tameside,2007,Neighbourhood environmental problems reported to fixmystreet.com,"Rate per 100,000 population",Reports,0.12695188523549575,Incivilities
E08000008,Tameside,2007,Neighbourhood environmental problems reported to fixmystreet.com,"Rate per 100,000 population",Reports,0.12695188523549575,Other
E08000008,Tameside,2007,Neighbourhood environmental problems reported to fixmystreet.com,"Rate per 100,000 population",Reports,0.44433159832423513,Road Safety & Defects
E08000008,Tameside,2007,Neighbourhood environmental problems reported to fixmystreet.com,"Rate per 100,000 population",Reports,0.2539037704709915,Abandoned Vehicles & Parking
E08000009,Trafford,2007,Neighbourhood environmental problems reported to fixmystreet.com,"Rate per 100,000 population",Reports,0.06303580433686333,Environmental Disruptions
E08000009,Trafford,2007,Neighbourhood environmental problems reported to fixmystreet.com,"Rate per 100,000 population",Reports,0.3151790216843167,Environmental Health
E08000009,Trafford,2007,Neighbourhood environmental problems reported to fixmystreet.com,"Rate per 100,000 population",Reports,0.44125063035804335,Other
E08000009,Trafford,2007,Neighbourhood environmental problems reported to fixmystreet.com,"Rate per 100,000 population",Reports,0.2521432173474533,Road Safety & Defects
E08000009,Trafford,2007,Neighbourhood environmental problems reported to fixmystreet.com,"Rate per 100,000 population",Reports,0.06303580433686333,Abandoned Vehicles & Parking
E08000010,Wigan,2007,Neighbourhood environmental problems reported to fixmystreet.com,"Rate per 100,000 population",Reports,0.04348355451968065,Environmental Disruptions
E08000010,Wigan,2007,Neighbourhood environmental problems reported to fixmystreet.com,"Rate per 100,000 population",Reports,0.7392204268345711,Environmental Health
E08000010,Wigan,2007,Neighbourhood environmental problems reported to fixmystreet.com,"Rate per 100,000 population",Reports,0.43483554519680656,Other
E08000010,Wigan,2007,Neighbourhood environmental problems reported to fixmystreet.com,"Rate per 100,000 population",Reports,0.1739342180787226,Public Space
E08000010,Wigan,2007,Neighbourhood environmental problems reported to fixmystreet.com,"Rate per 100,000 population",Reports,0.5652862087558486,Road Safety & Defects
E08000010,Wigan,2007,Neighbourhood environmental problems reported to fixmystreet.com,"Rate per 100,000 population",Reports,0.21741777259840328,Abandoned Vehicles & Parking
E08000001,Bolton,2008,Neighbourhood environmental problems reported to fixmystreet.com,"Rate per 100,000 population",Reports,0.15317688867103732,Environmental Disruptions
E08000001,Bolton,2008,Neighbourhood environmental problems reported to fixmystreet.com,"Rate per 100,000 population",Reports,1.0211792578069154,Environmental Health
E08000001,Bolton,2008,Neighbourhood environmental problems reported to fixmystreet.com,"Rate per 100,000 population",Reports,0.10211792578069154,Incivilities
E08000001,Bolton,2008,Neighbourhood environmental problems reported to fixmystreet.com,"Rate per 100,000 population",Reports,0.7148254804648408,Other
E08000001,Bolton,2008,Neighbourhood environmental problems reported to fixmystreet.com,"Rate per 100,000 population",Reports,0.10211792578069154,Public Space
E08000001,Bolton,2008,Neighbourhood environmental problems reported to fixmystreet.com,"Rate per 100,000 population",Reports,2.3487122929559052,Road Safety & Defects
E08000001,Bolton,2008,Neighbourhood environmental problems reported to fixmystreet.com,"Rate per 100,000 population",Reports,0.5105896289034577,Abandoned Vehicles & Parking
E08000002,Bury,2008,Neighbourhood environmental problems reported to fixmystreet.com,"Rate per 100,000 population",Reports,0.15002287848896956,Environmental Disruptions
E08000002,Bury,2008,Neighbourhood environmental problems reported to fixmystreet.com,"Rate per 100,000 population",Reports,0.5250800747113935,Environmental Health
E08000002,Bury,2008,Neighbourhood environmental problems reported to fixmystreet.com,"Rate per 100,000 population",Reports,0.4500686354669087,Other
E08000002,Bury,2008,Neighbourhood environmental problems reported to fixmystreet.com,"Rate per 100,000 population",Reports,1.4252173456452109,Road Safety & Defects
E08000002,Bury,2008,Neighbourhood environmental problems reported to fixmystreet.com,"Rate per 100,000 population",Reports,0.15002287848896956,Abandoned Vehicles & Parking
E08000003,Manchester,2008,Neighbourhood environmental problems reported to fixmystreet.com,"Rate per 100,000 population",Reports,0.22064035346584626,Environmental Disruptions
E08000003,Manchester,2008,Neighbourhood environmental problems reported to fixmystreet.com,"Rate per 100,000 population",Reports,2.12366340210877,Environmental Health
E08000003,Manchester,2008,Neighbourhood environmental problems reported to fixmystreet.com,"Rate per 100,000 population",Reports,0.055160088366461565,Incivilities
E08000003,Manchester,2008,Neighbourhood environmental problems reported to fixmystreet.com,"Rate per 100,000 population",Reports,0.6895011045807695,Other
E08000003,Manchester,2008,Neighbourhood environmental problems reported to fixmystreet.com,"Rate per 100,000 population",Reports,0.027580044183230783,Public Space
E08000003,Manchester,2008,Neighbourhood environmental problems reported to fixmystreet.com,"Rate per 100,000 population",Reports,2.261563623024924,Road Safety & Defects
E08000003,Manchester,2008,Neighbourhood environmental problems reported to fixmystreet.com,"Rate per 100,000 population",Reports,0.19306030928261547,Abandoned Vehicles & Parking
E08000004,Oldham,2008,Neighbourhood environmental problems reported to fixmystreet.com,"Rate per 100,000 population",Reports,0.06347836022699861,Environmental Disruptions
E08000004,Oldham,2008,Neighbourhood environmental problems reported to fixmystreet.com,"Rate per 100,000 population",Reports,0.5078268818159889,Environmental Health
E08000004,Oldham,2008,Neighbourhood environmental problems reported to fixmystreet.com,"Rate per 100,000 population",Reports,0.12695672045399722,Incivilities
E08000004,Oldham,2008,Neighbourhood environmental problems reported to fixmystreet.com,"Rate per 100,000 population",Reports,0.31739180113499305,Other
E08000004,Oldham,2008,Neighbourhood environmental problems reported to fixmystreet.com,"Rate per 100,000 population",Reports,0.06347836022699861,Public Space
E08000004,Oldham,2008,Neighbourhood environmental problems reported to fixmystreet.com,"Rate per 100,000 population",Reports,1.84087244658296,Road Safety & Defects
E08000004,Oldham,2008,Neighbourhood environmental problems reported to fixmystreet.com,"Rate per 100,000 population",Reports,0.06347836022699861,Abandoned Vehicles & Parking
E08000005,Rochdale,2008,Neighbourhood environmental problems reported to fixmystreet.com,"Rate per 100,000 population",Reports,0.6631079871357051,Environmental Health
E08000005,Rochdale,2008,Neighbourhood environmental problems reported to fixmystreet.com,"Rate per 100,000 population",Reports,0.19893239614071154,Incivilities
E08000005,Rochdale,2008,Neighbourhood environmental problems reported to fixmystreet.com,"Rate per 100,000 population",Reports,0.3978647922814231,Other
E08000005,Rochdale,2008,Neighbourhood environmental problems reported to fixmystreet.com,"Rate per 100,000 population",Reports,1.2599051755578397,Road Safety & Defects
E08000005,Rochdale,2008,Neighbourhood environmental problems reported to fixmystreet.com,"Rate per 100,000 population",Reports,0.19893239614071154,Abandoned Vehicles & Parking
E08000006,Salford,2008,Neighbourhood environmental problems reported to fixmystreet.com,"Rate per 100,000 population",Reports,0.2978814670066487,Environmental Disruptions
E08000006,Salford,2008,Neighbourhood environmental problems reported to fixmystreet.com,"Rate per 100,000 population",Reports,1.370254748230584,Environmental Health
E08000006,Salford,2008,Neighbourhood environmental problems reported to fixmystreet.com,"Rate per 100,000 population",Reports,0.35745776040797844,Incivilities
E08000006,Salford,2008,Neighbourhood environmental problems reported to fixmystreet.com,"Rate per 100,000 population",Reports,1.2511021614279247,Other
E08000006,Salford,2008,Neighbourhood environmental problems reported to fixmystreet.com,"Rate per 100,000 population",Reports,0.17872888020398922,Public Space
E08000006,Salford,2008,Neighbourhood environmental problems reported to fixmystreet.com,"Rate per 100,000 population",Reports,4.468222005099731,Road Safety & Defects
E08000006,Salford,2008,Neighbourhood environmental problems reported to fixmystreet.com,"Rate per 100,000 population",Reports,0.8340681076186164,Abandoned Vehicles & Parking
E08000007,Stockport,2008,Neighbourhood environmental problems reported to fixmystreet.com,"Rate per 100,000 population",Reports,0.24403100169845576,Environmental Disruptions
E08000007,Stockport,2008,Neighbourhood environmental problems reported to fixmystreet.com,"Rate per 100,000 population",Reports,0.6832868047556762,Environmental Health
E08000007,Stockport,2008,Neighbourhood environmental problems reported to fixmystreet.com,"Rate per 100,000 population",Reports,0.0976124006793823,Incivilities
E08000007,Stockport,2008,Neighbourhood environmental problems reported to fixmystreet.com,"Rate per 100,000 population",Reports,0.4392558030572204,Other
E08000007,Stockport,2008,Neighbourhood environmental problems reported to fixmystreet.com,"Rate per 100,000 population",Reports,0.04880620033969115,Public Space
E08000007,Stockport,2008,Neighbourhood environmental problems reported to fixmystreet.com,"Rate per 100,000 population",Reports,3.6604650254768365,Road Safety & Defects
E08000007,Stockport,2008,Neighbourhood environmental problems reported to fixmystreet.com,"Rate per 100,000 population",Reports,0.29283720203814695,Abandoned Vehicles & Parking
E08000008,Tameside,2008,Neighbourhood environmental problems reported to fixmystreet.com,"Rate per 100,000 population",Reports,0.06284525612584134,Environmental Disruptions
E08000008,Tameside,2008,Neighbourhood environmental problems reported to fixmystreet.com,"Rate per 100,000 population",Reports,0.7541430735100961,Environmental Health
E08000008,Tameside,2008,Neighbourhood environmental problems reported to fixmystreet.com,"Rate per 100,000 population",Reports,0.18853576837752403,Other
E08000008,Tameside,2008,Neighbourhood environmental problems reported to fixmystreet.com,"Rate per 100,000 population",Reports,0.5027620490067307,Road Safety & Defects
E08000008,Tameside,2008,Neighbourhood environmental problems reported to fixmystreet.com,"Rate per 100,000 population",Reports,0.12569051225168268,Abandoned Vehicles & Parking
E08000009,Trafford,2008,Neighbourhood environmental problems reported to fixmystreet.com,"Rate per 100,000 population",Reports,0.37562917887461494,Environmental Disruptions
E08000009,Trafford,2008,Neighbourhood environmental problems reported to fixmystreet.com,"Rate per 100,000 population",Reports,0.8138632208949991,Environmental Health
E08000009,Trafford,2008,Neighbourhood environmental problems reported to fixmystreet.com,"Rate per 100,000 population",Reports,0.18781458943730747,Incivilities
E08000009,Trafford,2008,Neighbourhood environmental problems reported to fixmystreet.com,"Rate per 100,000 population",Reports,0.8138632208949991,Other
E08000009,Trafford,2008,Neighbourhood environmental problems reported to fixmystreet.com,"Rate per 100,000 population",Reports,0.18781458943730747,Public Space
E08000009,Trafford,2008,Neighbourhood environmental problems reported to fixmystreet.com,"Rate per 100,000 population",Reports,2.942428567851151,Road Safety & Defects
E08000009,Trafford,2008,Neighbourhood environmental problems reported to fixmystreet.com,"Rate per 100,000 population",Reports,0.18781458943730747,Abandoned Vehicles & Parking
E08000010,Wigan,2008,Neighbourhood environmental problems reported to fixmystreet.com,"Rate per 100,000 population",Reports,0.2153464493677428,Environmental Disruptions
E08000010,Wigan,2008,Neighbourhood environmental problems reported to fixmystreet.com,"Rate per 100,000 population",Reports,0.6029700582296799,Environmental Health
E08000010,Wigan,2008,Neighbourhood environmental problems reported to fixmystreet.com,"Rate per 100,000 population",Reports,0.2153464493677428,Incivilities
E08000010,Wigan,2008,Neighbourhood environmental problems reported to fixmystreet.com,"Rate per 100,000 population",Reports,0.2584157392412914,Other
E08000010,Wigan,2008,Neighbourhood environmental problems reported to fixmystreet.com,"Rate per 100,000 population",Reports,0.689108637976777,Road Safety & Defects
E08000010,Wigan,2008,Neighbourhood environmental problems reported to fixmystreet.com,"Rate per 100,000 population",Reports,0.5599007683561313,Abandoned Vehicles & Parking
E08000001,Bolton,2009,Neighbourhood environmental problems reported to fixmystreet.com,"Rate per 100,000 population",Reports,0.3537372338758989,Environmental Disruptions
E08000001,Bolton,2009,Neighbourhood environmental problems reported to fixmystreet.com,"Rate per 100,000 population",Reports,2.425626746577592,Environmental Health
E08000001,Bolton,2009,Neighbourhood environmental problems reported to fixmystreet.com,"Rate per 100,000 population",Reports,0.1516016716610995,Incivilities
E08000001,Bolton,2009,Neighbourhood environmental problems reported to fixmystreet.com,"Rate per 100,000 population",Reports,0.9096100299665971,Other
E08000001,Bolton,2009,Neighbourhood environmental problems reported to fixmystreet.com,"Rate per 100,000 population",Reports,0.1516016716610995,Public Space
E08000001,Bolton,2009,Neighbourhood environmental problems reported to fixmystreet.com,"Rate per 100,000 population",Reports,5.710329632568081,Road Safety & Defects
E08000001,Bolton,2009,Neighbourhood environmental problems reported to fixmystreet.com,"Rate per 100,000 population",Reports,0.5053389055369985,Abandoned Vehicles & Parking
E08000002,Bury,2009,Neighbourhood environmental problems reported to fixmystreet.com,"Rate per 100,000 population",Reports,0.14924816238200067,Environmental Disruptions
E08000002,Bury,2009,Neighbourhood environmental problems reported to fixmystreet.com,"Rate per 100,000 population",Reports,0.7462408119100032,Environmental Health
E08000002,Bury,2009,Neighbourhood environmental problems reported to fixmystreet.com,"Rate per 100,000 population",Reports,0.07462408119100034,Incivilities
E08000002,Bury,2009,Neighbourhood environmental problems reported to fixmystreet.com,"Rate per 100,000 population",Reports,0.3731204059550016,Other
E08000002,Bury,2009,Neighbourhood environmental problems reported to fixmystreet.com,"Rate per 100,000 population",Reports,2.014850192157009,Road Safety & Defects
E08000002,Bury,2009,Neighbourhood environmental problems reported to fixmystreet.com,"Rate per 100,000 population",Reports,0.671616730719003,Abandoned Vehicles & Parking
E08000003,Manchester,2009,Neighbourhood environmental problems reported to fixmystreet.com,"Rate per 100,000 population",Reports,0.19031461725011692,Environmental Disruptions
E08000003,Manchester,2009,Neighbourhood environmental problems reported to fixmystreet.com,"Rate per 100,000 population",Reports,1.4409535306080279,Environmental Health
E08000003,Manchester,2009,Neighbourhood environmental problems reported to fixmystreet.com,"Rate per 100,000 population",Reports,0.19031461725011692,Incivilities
E08000003,Manchester,2009,Neighbourhood environmental problems reported to fixmystreet.com,"Rate per 100,000 population",Reports,0.9515730862505845,Other
E08000003,Manchester,2009,Neighbourhood environmental problems reported to fixmystreet.com,"Rate per 100,000 population",Reports,0.1631268147858145,Public Space
E08000003,Manchester,2009,Neighbourhood environmental problems reported to fixmystreet.com,"Rate per 100,000 population",Reports,4.567550814002806,Road Safety & Defects
E08000003,Manchester,2009,Neighbourhood environmental problems reported to fixmystreet.com,"Rate per 100,000 population",Reports,0.5709438517503508,Abandoned Vehicles & Parking
E08000004,Oldham,2009,Neighbourhood environmental problems reported to fixmystreet.com,"Rate per 100,000 population",Reports,0.06312971894649125,Environmental Disruptions
E08000004,Oldham,2009,Neighbourhood environmental problems reported to fixmystreet.com,"Rate per 100,000 population",Reports,1.1363349410368426,Environmental Health
E08000004,Oldham,2009,Neighbourhood environmental problems reported to fixmystreet.com,"Rate per 100,000 population",Reports,0.06312971894649125,Incivilities
E08000004,Oldham,2009,Neighbourhood environmental problems reported to fixmystreet.com,"Rate per 100,000 population",Reports,0.757556627357895,Other
E08000004,Oldham,2009,Neighbourhood environmental problems reported to fixmystreet.com,"Rate per 100,000 population",Reports,7.512436554632459,Road Safety & Defects
E08000004,Oldham,2009,Neighbourhood environmental problems reported to fixmystreet.com,"Rate per 100,000 population",Reports,0.5681674705184213,Abandoned Vehicles & Parking
E08000005,Rochdale,2009,Neighbourhood environmental problems reported to fixmystreet.com,"Rate per 100,000 population",Reports,0.13202888792067705,Environmental Disruptions
E08000005,Rochdale,2009,Neighbourhood environmental problems reported to fixmystreet.com,"Rate per 100,000 population",Reports,1.6503610990084632,Environmental Health
E08000005,Rochdale,2009,Neighbourhood environmental problems reported to fixmystreet.com,"Rate per 100,000 population",Reports,0.13202888792067705,Incivilities
E08000005,Rochdale,2009,Neighbourhood environmental problems reported to fixmystreet.com,"Rate per 100,000 population",Reports,1.0562311033654164,Other
E08000005,Rochdale,2009,Neighbourhood environmental problems reported to fixmystreet.com,"Rate per 100,000 population",Reports,0.06601444396033852,Public Space
E08000005,Rochdale,2009,Neighbourhood environmental problems reported to fixmystreet.com,"Rate per 100,000 population",Reports,2.1124622067308327,Road Safety & Defects
E08000005,Rochdale,2009,Neighbourhood environmental problems reported to fixmystreet.com,"Rate per 100,000 population",Reports,0.5941299956430467,Abandoned Vehicles & Parking
E08000006,Salford,2009,Neighbourhood environmental problems reported to fixmystreet.com,"Rate per 100,000 population",Reports,0.8255787897014943,Environmental Disruptions
E08000006,Salford,2009,Neighbourhood environmental problems reported to fixmystreet.com,"Rate per 100,000 population",Reports,5.307292219509606,Environmental Health
E08000006,Salford,2009,Neighbourhood environmental problems reported to fixmystreet.com,"Rate per 100,000 population",Reports,0.5307292219509606,Incivilities
E08000006,Salford,2009,Neighbourhood environmental problems reported to fixmystreet.com,"Rate per 100,000 population",Reports,1.6511575794029887,Other
E08000006,Salford,2009,Neighbourhood environmental problems reported to fixmystreet.com,"Rate per 100,000 population",Reports,0.23587965420042692,Public Space
E08000006,Salford,2009,Neighbourhood environmental problems reported to fixmystreet.com,"Rate per 100,000 population",Reports,7.253299366663128,Road Safety & Defects
E08000006,Salford,2009,Neighbourhood environmental problems reported to fixmystreet.com,"Rate per 100,000 population",Reports,0.6486690490511741,Abandoned Vehicles & Parking
E08000007,Stockport,2009,Neighbourhood environmental problems reported to fixmystreet.com,"Rate per 100,000 population",Reports,0.048725819811918335,Access
E08000007,Stockport,2009,Neighbourhood environmental problems reported to fixmystreet.com,"Rate per 100,000 population",Reports,0.6334356575549384,Environmental Disruptions
E08000007,Stockport,2009,Neighbourhood environmental problems reported to fixmystreet.com,"Rate per 100,000 population",Reports,1.0719680358622032,Environmental Health
E08000007,Stockport,2009,Neighbourhood environmental problems reported to fixmystreet.com,"Rate per 100,000 population",Reports,0.09745163962383667,Incivilities
E08000007,Stockport,2009,Neighbourhood environmental problems reported to fixmystreet.com,"Rate per 100,000 population",Reports,0.7796131169906934,Other
E08000007,Stockport,2009,Neighbourhood environmental problems reported to fixmystreet.com,"Rate per 100,000 population",Reports,0.09745163962383667,Public Space
E08000007,Stockport,2009,Neighbourhood environmental problems reported to fixmystreet.com,"Rate per 100,000 population",Reports,5.164936900063343,Road Safety & Defects
E08000007,Stockport,2009,Neighbourhood environmental problems reported to fixmystreet.com,"Rate per 100,000 population",Reports,0.48725819811918336,Abandoned Vehicles & Parking
E08000008,Tameside,2009,Neighbourhood environmental problems reported to fixmystreet.com,"Rate per 100,000 population",Reports,0.18741683378001014,Environmental Disruptions
E08000008,Tameside,2009,Neighbourhood environmental problems reported to fixmystreet.com,"Rate per 100,000 population",Reports,1.311917836460071,Environmental Health
E08000008,Tameside,2009,Neighbourhood environmental problems reported to fixmystreet.com,"Rate per 100,000 population",Reports,0.18741683378001014,Incivilities
E08000008,Tameside,2009,Neighbourhood environmental problems reported to fixmystreet.com,"Rate per 100,000 population",Reports,0.7496673351200406,Other
E08000008,Tameside,2009,Neighbourhood environmental problems reported to fixmystreet.com,"Rate per 100,000 population",Reports,2.811252506700152,Road Safety & Defects
E08000008,Tameside,2009,Neighbourhood environmental problems reported to fixmystreet.com,"Rate per 100,000 population",Reports,0.3748336675600203,Abandoned Vehicles & Parking
E08000009,Trafford,2009,Neighbourhood environmental problems reported to fixmystreet.com,"Rate per 100,000 population",Reports,0.9941716685928743,Environmental Disruptions
E08000009,Trafford,2009,Neighbourhood environmental problems reported to fixmystreet.com,"Rate per 100,000 population",Reports,1.864071878611639,Environmental Health
E08000009,Trafford,2009,Neighbourhood environmental problems reported to fixmystreet.com,"Rate per 100,000 population",Reports,0.37281437572232784,Incivilities
E08000009,Trafford,2009,Neighbourhood environmental problems reported to fixmystreet.com,"Rate per 100,000 population",Reports,1.3048503150281474,Other
E08000009,Trafford,2009,Neighbourhood environmental problems reported to fixmystreet.com,"Rate per 100,000 population",Reports,0.18640718786116392,Public Space
E08000009,Trafford,2009,Neighbourhood environmental problems reported to fixmystreet.com,"Rate per 100,000 population",Reports,3.7902794865103333,Road Safety & Defects
E08000009,Trafford,2009,Neighbourhood environmental problems reported to fixmystreet.com,"Rate per 100,000 population",Reports,0.24854291714821858,Abandoned Vehicles & Parking
E08000010,Wigan,2009,Neighbourhood environmental problems reported to fixmystreet.com,"Rate per 100,000 population",Reports,0.04271751759961725,Access
E08000010,Wigan,2009,Neighbourhood environmental problems reported to fixmystreet.com,"Rate per 100,000 population",Reports,0.29902262319732076,Environmental Disruptions
E08000010,Wigan,2009,Neighbourhood environmental problems reported to fixmystreet.com,"Rate per 100,000 population",Reports,1.4951131159866038,Environmental Health
E08000010,Wigan,2009,Neighbourhood environmental problems reported to fixmystreet.com,"Rate per 100,000 population",Reports,0.04271751759961725,Incivilities
E08000010,Wigan,2009,Neighbourhood environmental problems reported to fixmystreet.com,"Rate per 100,000 population",Reports,0.9397853871915794,Other
E08000010,Wigan,2009,Neighbourhood environmental problems reported to fixmystreet.com,"Rate per 100,000 population",Reports,0.12815255279885177,Public Space
E08000010,Wigan,2009,Neighbourhood environmental problems reported to fixmystreet.com,"Rate per 100,000 population",Reports,2.349463467978949,Road Safety & Defects
E08000010,Wigan,2009,Neighbourhood environmental problems reported to fixmystreet.com,"Rate per 100,000 population",Reports,0.7689153167931105,Abandoned Vehicles & Parking
E08000001,Bolton,2010,Neighbourhood environmental problems reported to fixmystreet.com,"Rate per 100,000 population",Reports,0.100281289015689,Environmental Disruptions
E08000001,Bolton,2010,Neighbourhood environmental problems reported to fixmystreet.com,"Rate per 100,000 population",Reports,1.5042193352353352,Environmental Health
E08000001,Bolton,2010,Neighbourhood environmental problems reported to fixmystreet.com,"Rate per 100,000 population",Reports,0.0501406445078445,Incivilities
E08000001,Bolton,2010,Neighbourhood environmental problems reported to fixmystreet.com,"Rate per 100,000 population",Reports,1.5042193352353352,Other
E08000001,Bolton,2010,Neighbourhood environmental problems reported to fixmystreet.com,"Rate per 100,000 population",Reports,0.100281289015689,Public Space
E08000001,Bolton,2010,Neighbourhood environmental problems reported to fixmystreet.com,"Rate per 100,000 population",Reports,4.612939294721694,Road Safety & Defects
E08000001,Bolton,2010,Neighbourhood environmental problems reported to fixmystreet.com,"Rate per 100,000 population",Reports,0.7521096676176676,Abandoned Vehicles & Parking
E08000002,Bury,2010,Neighbourhood environmental problems reported to fixmystreet.com,"Rate per 100,000 population",Reports,0.07423408977870817,Environmental Disruptions
E08000002,Bury,2010,Neighbourhood environmental problems reported to fixmystreet.com,"Rate per 100,000 population",Reports,0.8908090773444982,Environmental Health
E08000002,Bury,2010,Neighbourhood environmental problems reported to fixmystreet.com,"Rate per 100,000 population",Reports,0.14846817955741634,Incivilities
E08000002,Bury,2010,Neighbourhood environmental problems reported to fixmystreet.com,"Rate per 100,000 population",Reports,0.14846817955741634,Other
