area_code,area_name,indicator,period,measure,unit,value,group
E08000009,Trafford,Claimant count,2014-02-01,Count,Persons,3480,Claimant count
E11000001,Greater Manchester,Claimant count,2014-03-01,Count,Persons,63955,Claimant count
E08000009,Trafford,Claimant count,2014-03-01,Count,Persons,3345,Claimant count
E11000001,Greater Manchester,Claimant count,2014-04-01,Count,Persons,61280,Claimant count
E08000009,Trafford,Claimant count,2014-04-01,Count,Persons,3175,Claimant count
E11000001,Greater Manchester,Claimant count,2014-05-01,Count,Persons,58480,Claimant count
E08000009,Trafford,Claimant count,2014-05-01,Count,Persons,2985,Claimant count
E11000001,Greater Manchester,Claimant count,2014-06-01,Count,Persons,54680,Claimant count
E08000009,Trafford,Claimant count,2014-06-01,Count,Persons,2820,Claimant count
E11000001,Greater Manchester,Claimant count,2014-07-01,Count,Persons,52620,Claimant count
E08000009,Trafford,Claimant count,2014-07-01,Count,Persons,2690,Claimant count
E11000001,Greater Manchester,Claimant count,2014-08-01,Count,Persons,50915,Claimant count
E08000009,Trafford,Claimant count,2014-08-01,Count,Persons,2635,Claimant count
E11000001,Greater Manchester,Claimant count,2014-09-01,Count,Persons,49140,Claimant count
E08000009,Trafford,Claimant count,2014-09-01,Count,Persons,2550,Claimant count
E11000001,Greater Manchester,Claimant count,2014-10-01,Count,Persons,47030,Claimant count
E08000009,Trafford,Claimant count,2014-10-01,Count,Persons,2475,Claimant count
E11000001,Greater Manchester,Claimant count,2014-11-01,Count,Persons,44200,Claimant count
E08000009,Trafford,Claimant count,2014-11-01,Count,Persons,2335,Claimant count
E11000001,Greater Manchester,Claimant count,2014-12-01,Count,Persons,42210,Claimant count
E08000009,Trafford,Claimant count,2014-12-01,Count,Persons,2230,Claimant count
E11000001,Greater Manchester,Claimant count,2015-01-01,Count,Persons,43975,Claimant count
E08000009,Trafford,Claimant count,2015-01-01,Count,Persons,2320,Claimant count
E11000001,Greater Manchester,Claimant count,2015-02-01,Count,Persons,45960,Claimant count
E08000009,Trafford,Claimant count,2015-02-01,Count,Persons,2315,Claimant count
E11000001,Greater Manchester,Claimant count,2015-03-01,Count,Persons,45315,Claimant count
E08000009,Trafford,Claimant count,2015-03-01,Count,Persons,2200,Claimant count
E11000001,Greater Manchester,Claimant count,2015-04-01,Count,Persons,45835,Claimant count
E08000009,Trafford,Claimant count,2015-04-01,Count,Persons,2295,Claimant count
E11000001,Greater Manchester,Claimant count,2015-05-01,Count,Persons,45230,Claimant count
E08000009,Trafford,Claimant count,2015-05-01,Count,Persons,2270,Claimant count
E11000001,Greater Manchester,Claimant count,2015-06-01,Count,Persons,43930,Claimant count
E08000009,Trafford,Claimant count,2015-06-01,Count,Persons,2220,Claimant count
E11000001,Greater Manchester,Claimant count,2015-07-01,Count,Persons,44215,Claimant count
E08000009,Trafford,Claimant count,2015-07-01,Count,Persons,2260,Claimant count
E11000001,Greater Manchester,Claimant count,2015-08-01,Count,Persons,44365,Claimant count
E08000009,Trafford,Claimant count,2015-08-01,Count,Persons,2305,Claimant count
E11000001,Greater Manchester,Claimant count,2015-09-01,Count,Persons,44475,Claimant count
E08000009,Trafford,Claimant count,2015-09-01,Count,Persons,2345,Claimant count
E11000001,Greater Manchester,Claimant count,2015-10-01,Count,Persons,44765,Claimant count
E08000009,Trafford,Claimant count,2015-10-01,Count,Persons,2360,Claimant count
E11000001,Greater Manchester,Claimant count,2015-11-01,Count,Persons,43620,Claimant count
E08000009,Trafford,Claimant count,2015-11-01,Count,Persons,2275,Claimant count
E11000001,Greater Manchester,Claimant count,2015-12-01,Count,Persons,43210,Claimant count
E08000009,Trafford,Claimant count,2015-12-01,Count,Persons,2250,Claimant count
E11000001,Greater Manchester,Claimant count,2016-01-01,Count,Persons,44505,Claimant count
E08000009,Trafford,Claimant count,2016-01-01,Count,Persons,2315,Claimant count
E11000001,Greater Manchester,Claimant count,2016-02-01,Count,Persons,46580,Claimant count
E08000009,Trafford,Claimant count,2016-02-01,Count,Persons,2455,Claimant count
E11000001,Greater Manchester,Claimant count,2016-03-01,Count,Persons,47120,Claimant count
E08000009,Trafford,Claimant count,2016-03-01,Count,Persons,2420,Claimant count
E11000001,Greater Manchester,Claimant count,2016-04-01,Count,Persons,46965,Claimant count
E08000009,Trafford,Claimant count,2016-04-01,Count,Persons,2455,Claimant count
E11000001,Greater Manchester,Claimant count,2016-05-01,Count,Persons,46735,Claimant count
E08000009,Trafford,Claimant count,2016-05-01,Count,Persons,2435,Claimant count
E11000001,Greater Manchester,Claimant count,2016-06-01,Count,Persons,45980,Claimant count
E08000009,Trafford,Claimant count,2016-06-01,Count,Persons,2435,Claimant count
E11000001,Greater Manchester,Claimant count,2016-07-01,Count,Persons,45685,Claimant count
E08000009,Trafford,Claimant count,2016-07-01,Count,Persons,2460,Claimant count
E11000001,Greater Manchester,Claimant count,2016-08-01,Count,Persons,46200,Claimant count
E08000009,Trafford,Claimant count,2016-08-01,Count,Persons,2490,Claimant count
E11000001,Greater Manchester,Claimant count,2016-09-01,Count,Persons,46180,Claimant count
E08000009,Trafford,Claimant count,2016-09-01,Count,Persons,2460,Claimant count
E11000001,Greater Manchester,Claimant count,2016-10-01,Count,Persons,45575,Claimant count
E08000009,Trafford,Claimant count,2016-10-01,Count,Persons,2370,Claimant count
E11000001,Greater Manchester,Claimant count,2016-11-01,Count,Persons,44555,Claimant count
E08000009,Trafford,Claimant count,2016-11-01,Count,Persons,2335,Claimant count
E11000001,Greater Manchester,Claimant count,2016-12-01,Count,Persons,43360,Claimant count
E08000009,Trafford,Claimant count,2016-12-01,Count,Persons,2220,Claimant count
E11000001,Greater Manchester,Claimant count,2017-01-01,Count,Persons,43640,Claimant count
E08000009,Trafford,Claimant count,2017-01-01,Count,Persons,2255,Claimant count
E11000001,Greater Manchester,Claimant count,2017-02-01,Count,Persons,45245,Claimant count
E08000009,Trafford,Claimant count,2017-02-01,Count,Persons,2335,Claimant count
E11000001,Greater Manchester,Claimant count,2017-03-01,Count,Persons,46475,Claimant count
E08000009,Trafford,Claimant count,2017-03-01,Count,Persons,2360,Claimant count
E11000001,Greater Manchester,Claimant count,2017-04-01,Count,Persons,47125,Claimant count
E08000009,Trafford,Claimant count,2017-04-01,Count,Persons,2400,Claimant count
E11000001,Greater Manchester,Claimant count,2017-05-01,Count,Persons,46785,Claimant count
E08000009,Trafford,Claimant count,2017-05-01,Count,Persons,2360,Claimant count
E11000001,Greater Manchester,Claimant count,2017-06-01,Count,Persons,46150,Claimant count
E08000009,Trafford,Claimant count,2017-06-01,Count,Persons,2295,Claimant count
E11000001,Greater Manchester,Claimant count,2017-07-01,Count,Persons,45595,Claimant count
E08000009,Trafford,Claimant count,2017-07-01,Count,Persons,2280,Claimant count
E11000001,Greater Manchester,Claimant count,2017-08-01,Count,Persons,45980,Claimant count
E08000009,Trafford,Claimant count,2017-08-01,Count,Persons,2300,Claimant count
E11000001,Greater Manchester,Claimant count,2017-09-01,Count,Persons,46095,Claimant count
E08000009,Trafford,Claimant count,2017-09-01,Count,Persons,2370,Claimant count
E11000001,Greater Manchester,Claimant count,2017-10-01,Count,Persons,45715,Claimant count
E08000009,Trafford,Claimant count,2017-10-01,Count,Persons,2445,Claimant count
E11000001,Greater Manchester,Claimant count,2017-11-01,Count,Persons,45020,Claimant count
E08000009,Trafford,Claimant count,2017-11-01,Count,Persons,2415,Claimant count
E11000001,Greater Manchester,Claimant count,2017-12-01,Count,Persons,45040,Claimant count
E08000009,Trafford,Claimant count,2017-12-01,Count,Persons,2470,Claimant count
E11000001,Greater Manchester,Claimant count,2018-01-01,Count,Persons,46720,Claimant count
E08000009,Trafford,Claimant count,2018-01-01,Count,Persons,2615,Claimant count
E11000001,Greater Manchester,Claimant count,2018-02-01,Count,Persons,49485,Claimant count
E08000009,Trafford,Claimant count,2018-02-01,Count,Persons,2840,Claimant count
E11000001,Greater Manchester,Claimant count,2018-03-01,Count,Persons,50930,Claimant count
E08000009,Trafford,Claimant count,2018-03-01,Count,Persons,2885,Claimant count
E11000001,Greater Manchester,Claimant count,2018-04-01,Count,Persons,52705,Claimant count
E08000009,Trafford,Claimant count,2018-04-01,Count,Persons,3115,Claimant count
E11000001,Greater Manchester,Claimant count,2018-05-01,Count,Persons,51685,Claimant count
E08000009,Trafford,Claimant count,2018-05-01,Count,Persons,2995,Claimant count
E11000001,Greater Manchester,Claimant count,2018-06-01,Count,Persons,51975,Claimant count
E08000009,Trafford,Claimant count,2018-06-01,Count,Persons,3030,Claimant count
E11000001,Greater Manchester,Claimant count,2018-07-01,Count,Persons,52255,Claimant count
E08000009,Trafford,Claimant count,2018-07-01,Count,Persons,3115,Claimant count
E11000001,Greater Manchester,Claimant count,2018-08-01,Count,Persons,53175,Claimant count
E08000009,Trafford,Claimant count,2018-08-01,Count,Persons,3180,Claimant count
E11000001,Greater Manchester,Claimant count,2018-09-01,Count,Persons,54140,Claimant count
E08000009,Trafford,Claimant count,2018-09-01,Count,Persons,3235,Claimant count
E11000001,Greater Manchester,Claimant count,2018-10-01,Count,Persons,55340,Claimant count
E08000009,Trafford,Claimant count,2018-10-01,Count,Persons,3270,Claimant count
E11000001,Greater Manchester,Claimant count,2018-11-01,Count,Persons,55835,Claimant count
E08000009,Trafford,Claimant count,2018-11-01,Count,Persons,3255,Claimant count
E11000001,Greater Manchester,Claimant count,2018-12-01,Count,Persons,56825,Claimant count
E08000009,Trafford,Claimant count,2018-12-01,Count,Persons,3215,Claimant count
E11000001,Greater Manchester,Claimant count,2019-01-01,Count,Persons,58760,Claimant count
E08000009,Trafford,Claimant count,2019-01-01,Count,Persons,3275,Claimant count
E11000001,Greater Manchester,Claimant count,2019-02-01,Count,Persons,62505,Claimant count
E08000009,Trafford,Claimant count,2019-02-01,Count,Persons,3425,Claimant count
E11000001,Greater Manchester,Claimant count,2019-03-01,Count,Persons,64400,Claimant count
E08000009,Trafford,Claimant count,2019-03-01,Count,Persons,3415,Claimant count
E11000001,Greater Manchester,Claimant count,2019-04-01,Count,Persons,65640,Claimant count
E08000009,Trafford,Claimant count,2019-04-01,Count,Persons,3415,Claimant count
E08000009,Trafford,Claimant count,2013-04-01,Count,Persons,6283,Alternative claimant count
E08000009,Trafford,Claimant count,2014-04-01,Count,Persons,4943,Alternative claimant count
E08000009,Trafford,Claimant count,2015-04-01,Count,Persons,3867,Alternative claimant count
E08000009,Trafford,Claimant count,2016-04-01,Count,Persons,3809,Alternative claimant count
E08000009,Trafford,Claimant count,2017-04-01,Count,Persons,3602,Alternative claimant count
E08000009,Trafford,Claimant count,2018-04-01,Count,Persons,3766,Alternative claimant count
E08000009,Trafford,Claimant count,2013-08-01,Count,Persons,5826,Alternative claimant count
E08000009,Trafford,Claimant count,2014-08-01,Count,Persons,4167,Alternative claimant count
E08000009,Trafford,Claimant count,2015-08-01,Count,Persons,3803,Alternative claimant count
E08000009,Trafford,Claimant count,2016-08-01,Count,Persons,3710,Alternative claimant count
E08000009,Trafford,Claimant count,2017-08-01,Count,Persons,3539,Alternative claimant count
E08000009,Trafford,Claimant count,2018-08-01,Count,Persons,3651,Alternative claimant count
E08000009,Trafford,Claimant count,2013-12-01,Count,Persons,5234,Alternative claimant count
E08000009,Trafford,Claimant count,2014-12-01,Count,Persons,3508,Alternative claimant count
E08000009,Trafford,Claimant count,2015-12-01,Count,Persons,3593,Alternative claimant count
E08000009,Trafford,Claimant count,2016-12-01,Count,Persons,3491,Alternative claimant count
E08000009,Trafford,Claimant count,2017-12-01,Count,Persons,3343,Alternative claimant count
E08000009,Trafford,Claimant count,2018-12-01,Count,Persons,3554,Alternative claimant count
E08000009,Trafford,Claimant count,2013-02-01,Count,Persons,6531,Alternative claimant count
E08000009,Trafford,Claimant count,2014-02-01,Count,Persons,5227,Alternative claimant count
E08000009,Trafford,Claimant count,2015-02-01,Count,Persons,3397,Alternative claimant count
E08000009,Trafford,Claimant count,2016-02-01,Count,Persons,3738,Alternative claimant count
E08000009,Trafford,Claimant count,2017-02-01,Count,Persons,3529,Alternative claimant count
E08000009,Trafford,Claimant count,2018-02-01,Count,Persons,3549,Alternative claimant count
E08000009,Trafford,Claimant count,2019-02-01,Count,Persons,3815,Alternative claimant count
E08000009,Trafford,Claimant count,2013-01-01,Count,Persons,6240,Alternative claimant count
E08000009,Trafford,Claimant count,2014-01-01,Count,Persons,5145,Alternative claimant count
E08000009,Trafford,Claimant count,2015-01-01,Count,Persons,3398,Alternative claimant count
E08000009,Trafford,Claimant count,2016-01-01,Count,Persons,3673,Alternative claimant count
E08000009,Trafford,Claimant count,2017-01-01,Count,Persons,3478,Alternative claimant count
E08000009,Trafford,Claimant count,2018-01-01,Count,Persons,3390,Alternative claimant count
E08000009,Trafford,Claimant count,2019-01-01,Count,Persons,3682,Alternative claimant count
E08000009,Trafford,Claimant count,2013-07-01,Count,Persons,5913,Alternative claimant count
E08000009,Trafford,Claimant count,2014-07-01,Count,Persons,4442,Alternative claimant count
E08000009,Trafford,Claimant count,2015-07-01,Count,Persons,3741,Alternative claimant count
E08000009,Trafford,Claimant count,2016-07-01,Count,Persons,3729,Alternative claimant count
E08000009,Trafford,Claimant count,2017-07-01,Count,Persons,3501,Alternative claimant count
E08000009,Trafford,Claimant count,2018-07-01,Count,Persons,3582,Alternative claimant count
E08000009,Trafford,Claimant count,2013-06-01,Count,Persons,5979,Alternative claimant count
E08000009,Trafford,Claimant count,2014-06-01,Count,Persons,4602,Alternative claimant count
E08000009,Trafford,Claimant count,2015-06-01,Count,Persons,3690,Alternative claimant count
E08000009,Trafford,Claimant count,2016-06-01,Count,Persons,3781,Alternative claimant count
E08000009,Trafford,Claimant count,2017-06-01,Count,Persons,3565,Alternative claimant count
E08000009,Trafford,Claimant count,2018-06-01,Count,Persons,3587,Alternative claimant count
E08000009,Trafford,Claimant count,2013-03-01,Count,Persons,6453,Alternative claimant count
E08000009,Trafford,Claimant count,2014-03-01,Count,Persons,5131,Alternative claimant count
E08000009,Trafford,Claimant count,2015-03-01,Count,Persons,3188,Alternative claimant count
E08000009,Trafford,Claimant count,2016-03-01,Count,Persons,3767,Alternative claimant count
E08000009,Trafford,Claimant count,2017-03-01,Count,Persons,3581,Alternative claimant count
E08000009,Trafford,Claimant count,2018-03-01,Count,Persons,3600,Alternative claimant count
E08000009,Trafford,Claimant count,2013-05-01,Count,Persons,6166,Alternative claimant count
E08000009,Trafford,Claimant count,2014-05-01,Count,Persons,4778,Alternative claimant count
E08000009,Trafford,Claimant count,2015-05-01,Count,Persons,3817,Alternative claimant count
E08000009,Trafford,Claimant count,2016-05-01,Count,Persons,3790,Alternative claimant count
E08000009,Trafford,Claimant count,2017-05-01,Count,Persons,3583,Alternative claimant count
E08000009,Trafford,Claimant count,2018-05-01,Count,Persons,3595,Alternative claimant count
E08000009,Trafford,Claimant count,2013-11-01,Count,Persons,5485,Alternative claimant count
E08000009,Trafford,Claimant count,2014-11-01,Count,Persons,3671,Alternative claimant count
E08000009,Trafford,Claimant count,2015-11-01,Count,Persons,3683,Alternative claimant count
E08000009,Trafford,Claimant count,2016-11-01,Count,Persons,3582,Alternative claimant count
E08000009,Trafford,Claimant count,2017-11-01,Count,Persons,3376,Alternative claimant count
E08000009,Trafford,Claimant count,2018-11-01,Count,Persons,3651,Alternative claimant count
E08000009,Trafford,Claimant count,2013-10-01,Count,Persons,5559,Alternative claimant count
E08000009,Trafford,Claimant count,2014-10-01,Count,Persons,3883,Alternative claimant count
E08000009,Trafford,Claimant count,2015-10-01,Count,Persons,3792,Alternative claimant count
E08000009,Trafford,Claimant count,2016-10-01,Count,Persons,3635,Alternative claimant count
E08000009,Trafford,Claimant count,2017-10-01,Count,Persons,3417,Alternative claimant count
E08000009,Trafford,Claimant count,2018-10-01,Count,Persons,3697,Alternative claimant count
E08000009,Trafford,Claimant count,2013-09-01,Count,Persons,5703,Alternative claimant count
E08000009,Trafford,Claimant count,2014-09-01,Count,Persons,3962,Alternative claimant count
E08000009,Trafford,Claimant count,2015-09-01,Count,Persons,3751,Alternative claimant count
E08000009,Trafford,Claimant count,2016-09-01,Count,Persons,3658,Alternative claimant count
E08000009,Trafford,Claimant count,2017-09-01,Count,Persons,3462,Alternative claimant count
E08000009,Trafford,Claimant count,2018-09-01,Count,Persons,3692,Alternative claimant count
E11000001,Greater Manchester,Claimant count,2013-04-01,Count,Persons,116290,Alternative claimant count
E11000001,Greater Manchester,Claimant count,2014-04-01,Count,Persons,95066,Alternative claimant count
E11000001,Greater Manchester,Claimant count,2015-04-01,Count,Persons,75207,Alternative claimant count
E11000001,Greater Manchester,Claimant count,2016-04-01,Count,Persons,72148,Alternative claimant count
E11000001,Greater Manchester,Claimant count,2017-04-01,Count,Persons,69406,Alternative claimant count
E11000001,Greater Manchester,Claimant count,2018-04-01,Count,Persons,69859,Alternative claimant count
E11000001,Greater Manchester,Claimant count,2013-08-01,Count,Persons,111094,Alternative claimant count
E11000001,Greater Manchester,Claimant count,2014-08-01,Count,Persons,81736,Alternative claimant count
E11000001,Greater Manchester,Claimant count,2015-08-01,Count,Persons,73407,Alternative claimant count
E11000001,Greater Manchester,Claimant count,2016-08-01,Count,Persons,69414,Alternative claimant count
E11000001,Greater Manchester,Claimant count,2017-08-01,Count,Persons,67857,Alternative claimant count
E11000001,Greater Manchester,Claimant count,2018-08-01,Count,Persons,69163,Alternative claimant count
E11000001,Greater Manchester,Claimant count,2013-12-01,Count,Persons,99114,Alternative claimant count
E11000001,Greater Manchester,Claimant count,2014-12-01,Count,Persons,67988,Alternative claimant count
E11000001,Greater Manchester,Claimant count,2015-12-01,Count,Persons,69542,Alternative claimant count
E11000001,Greater Manchester,Claimant count,2016-12-01,Count,Persons,66519,Alternative claimant count
E11000001,Greater Manchester,Claimant count,2017-12-01,Count,Persons,64895,Alternative claimant count
E11000001,Greater Manchester,Claimant count,2018-12-01,Count,Persons,68187,Alternative claimant count
E11000001,Greater Manchester,Claimant count,2013-02-01,Count,Persons,120917,Alternative claimant count
E11000001,Greater Manchester,Claimant count,2014-02-01,Count,Persons,99636,Alternative claimant count
E11000001,Greater Manchester,Claimant count,2015-02-01,Count,Persons,66754,Alternative claimant count
E11000001,Greater Manchester,Claimant count,2016-02-01,Count,Persons,71513,Alternative claimant count
E11000001,Greater Manchester,Claimant count,2017-02-01,Count,Persons,67234,Alternative claimant count
E11000001,Greater Manchester,Claimant count,2018-02-01,Count,Persons,67263,Alternative claimant count
E11000001,Greater Manchester,Claimant count,2019-02-01,Count,Persons,72849,Alternative claimant count
E11000001,Greater Manchester,Claimant count,2013-01-01,Count,Persons,117219,Alternative claimant count
E11000001,Greater Manchester,Claimant count,2014-01-01,Count,Persons,97540,Alternative claimant count
E11000001,Greater Manchester,Claimant count,2015-01-01,Count,Persons,65005,Alternative claimant count
E11000001,Greater Manchester,Claimant count,2016-01-01,Count,Persons,69160,Alternative claimant count
E11000001,Greater Manchester,Claimant count,2017-01-01,Count,Persons,64638,Alternative claimant count
E11000001,Greater Manchester,Claimant count,2018-01-01,Count,Persons,64596,Alternative claimant count
E11000001,Greater Manchester,Claimant count,2019-01-01,Count,Persons,69590,Alternative claimant count
E11000001,Greater Manchester,Claimant count,2013-07-01,Count,Persons,111913,Alternative claimant count
E11000001,Greater Manchester,Claimant count,2014-07-01,Count,Persons,84082,Alternative claimant count
E11000001,Greater Manchester,Claimant count,2015-07-01,Count,Persons,73489,Alternative claimant count
E11000001,Greater Manchester,Claimant count,2016-07-01,Count,Persons,70227,Alternative claimant count
E11000001,Greater Manchester,Claimant count,2017-07-01,Count,Persons,67762,Alternative claimant count
E11000001,Greater Manchester,Claimant count,2018-07-01,Count,Persons,68545,Alternative claimant count
E11000001,Greater Manchester,Claimant count,2013-06-01,Count,Persons,114305,Alternative claimant count
E11000001,Greater Manchester,Claimant count,2014-06-01,Count,Persons,87631,Alternative claimant count
E11000001,Greater Manchester,Claimant count,2015-06-01,Count,Persons,74059,Alternative claimant count
E11000001,Greater Manchester,Claimant count,2016-06-01,Count,Persons,71009,Alternative claimant count
E11000001,Greater Manchester,Claimant count,2017-06-01,Count,Persons,68648,Alternative claimant count
E11000001,Greater Manchester,Claimant count,2018-06-01,Count,Persons,69546,Alternative claimant count
E11000001,Greater Manchester,Claimant count,2013-03-01,Count,Persons,120467,Alternative claimant count
E11000001,Greater Manchester,Claimant count,2014-03-01,Count,Persons,97611,Alternative claimant count
E11000001,Greater Manchester,Claimant count,2015-03-01,Count,Persons,65126,Alternative claimant count
E11000001,Greater Manchester,Claimant count,2016-03-01,Count,Persons,72375,Alternative claimant count
E11000001,Greater Manchester,Claimant count,2017-03-01,Count,Persons,69008,Alternative claimant count
E11000001,Greater Manchester,Claimant count,2018-03-01,Count,Persons,69261,Alternative claimant count
E11000001,Greater Manchester,Claimant count,2013-05-01,Count,Persons,116956,Alternative claimant count
E11000001,Greater Manchester,Claimant count,2014-05-01,Count,Persons,91145,Alternative claimant count
E11000001,Greater Manchester,Claimant count,2015-05-01,Count,Persons,75817,Alternative claimant count
E11000001,Greater Manchester,Claimant count,2016-05-01,Count,Persons,71633,Alternative claimant count
E11000001,Greater Manchester,Claimant count,2017-05-01,Count,Persons,69478,Alternative claimant count
E11000001,Greater Manchester,Claimant count,2018-05-01,Count,Persons,69676,Alternative claimant count
E11000001,Greater Manchester,Claimant count,2013-11-01,Count,Persons,102217,Alternative claimant count
E11000001,Greater Manchester,Claimant count,2014-11-01,Count,Persons,71563,Alternative claimant count
E11000001,Greater Manchester,Claimant count,2015-11-01,Count,Persons,70457,Alternative claimant count
E11000001,Greater Manchester,Claimant count,2016-11-01,Count,Persons,67567,Alternative claimant count
E11000001,Greater Manchester,Claimant count,2017-11-01,Count,Persons,65622,Alternative claimant count
E11000001,Greater Manchester,Claimant count,2018-11-01,Count,Persons,68806,Alternative claimant count
E11000001,Greater Manchester,Claimant count,2013-10-01,Count,Persons,105618,Alternative claimant count
E11000001,Greater Manchester,Claimant count,2014-10-01,Count,Persons,75276,Alternative claimant count
E11000001,Greater Manchester,Claimant count,2015-10-01,Count,Persons,72044,Alternative claimant count
E11000001,Greater Manchester,Claimant count,2016-10-01,Count,Persons,69202,Alternative claimant count
E11000001,Greater Manchester,Claimant count,2017-10-01,Count,Persons,66329,Alternative claimant count
E11000001,Greater Manchester,Claimant count,2018-10-01,Count,Persons,69104,Alternative claimant count
E11000001,Greater Manchester,Claimant count,2013-09-01,Count,Persons,108001,Alternative claimant count
E11000001,Greater Manchester,Claimant count,2014-09-01,Count,Persons,78072,Alternative claimant count
E11000001,Greater Manchester,Claimant count,2015-09-01,Count,Persons,72002,Alternative claimant count
E11000001,Greater Manchester,Claimant count,2016-09-01,Count,Persons,69771,Alternative claimant count
E11000001,Greater Manchester,Claimant count,2017-09-01,Count,Persons,67085,Alternative claimant count
E11000001,Greater Manchester,Claimant count,2018-09-01,Count,Persons,68991,Alternative claimant count
